Feature,Importance
categorical__Ingredient_GUANFACINE HYDROCHLORIDE,0.0
"categorical__Ingredient_GRISEOFULVIN, ULTRAMICROSIZE",0.0
"categorical__Ingredient_GRISEOFULVIN, MICROSIZE",0.0
categorical__Ingredient_GRANISETRON HYDROCHLORIDE,0.0
categorical__Ingredient_GRAMICIDIN; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,0.0
categorical__Ingredient_ENZALUTAMIDE,0.0
categorical__Ingredient_FOSAMPRENAVIR CALCIUM,0.0
categorical__Ingredient_FORMOTEROL FUMARATE,0.0
categorical__Ingredient_ERLOTINIB HYDROCHLORIDE,0.0
categorical__Ingredient_ETODOLAC,0.0
categorical__Ingredient_FENOFIBRATE,0.0
categorical__Ingredient_FELODIPINE,0.0
categorical__Ingredient_FELBAMATE,0.0
categorical__Ingredient_FEBUXOSTAT,0.0
categorical__Ingredient_FAMOTIDINE; IBUPROFEN,0.0
categorical__Ingredient_FAMOTIDINE,0.0
categorical__Ingredient_FAMCICLOVIR,0.0
categorical__Ingredient_EZETIMIBE; SIMVASTATIN,0.0
categorical__Ingredient_EZETIMIBE,0.0
categorical__Ingredient_EXEMESTANE,0.0
categorical__Ingredient_EVEROLIMUS,0.0
categorical__Ingredient_ETRAVIRINE,0.0
categorical__Ingredient_ETOPOSIDE,0.0
categorical__Ingredient_ETOMIDATE,0.0
categorical__Ingredient_ETHOSUXIMIDE,0.0
categorical__Ingredient_FOMEPIZOLE,0.0
categorical__Ingredient_ETHINYL ESTRADIOL; NORGESTREL,0.0
categorical__Ingredient_ETHINYL ESTRADIOL; NORGESTIMATE,0.0
categorical__Ingredient_ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,0.0
categorical__Ingredient_ETHINYL ESTRADIOL; NORETHINDRONE,0.0
categorical__Ingredient_ETHINYL ESTRADIOL; NORELGESTROMIN,0.0
categorical__Ingredient_ESOMEPRAZOLE MAGNESIUM; NAPROXEN,0.0
categorical__Ingredient_ETHINYL ESTRADIOL; ETONOGESTREL,0.0
categorical__Ingredient_ETHINYL ESTRADIOL; ETHYNODIOL DIACETATE,0.0
categorical__Ingredient_ETHAMBUTOL HYDROCHLORIDE,0.0
categorical__Ingredient_ETHACRYNIC ACID,0.0
categorical__Ingredient_ETHACRYNATE SODIUM,0.0
categorical__Ingredient_ESZOPICLONE,0.0
"categorical__Ingredient_ESTROGENS, CONJUGATED",0.0
categorical__Ingredient_ESTRADIOL; NORETHINDRONE ACETATE,0.0
categorical__Ingredient_ESOMEPRAZOLE MAGNESIUM,0.0
categorical__Ingredient_FENTANYL CITRATE,0.0
categorical__Ingredient_FERRIC CARBOXYMALTOSE,0.0
categorical__Ingredient_FERRIC CITRATE,0.0
categorical__Ingredient_FOLIC ACID,0.0
categorical__Ingredient_FLUVOXAMINE MALEATE,0.0
categorical__Ingredient_FLUVASTATIN SODIUM,0.0
categorical__Ingredient_ERTAPENEM SODIUM,0.0
categorical__Ingredient_FLUTICASONE PROPIONATE,0.0
categorical__Ingredient_FLURAZEPAM HYDROCHLORIDE,0.0
categorical__Ingredient_FLUPHENAZINE HYDROCHLORIDE,0.0
categorical__Ingredient_ERYTHROMYCIN ETHYLSUCCINATE,0.0
categorical__Ingredient_FLUOXETINE HYDROCHLORIDE; OLANZAPINE,0.0
categorical__Ingredient_ERYTHROMYCIN LACTOBIONATE,0.0
categorical__Ingredient_ESCITALOPRAM OXALATE,0.0
categorical__Ingredient_FLUOROMETHOLONE,0.0
categorical__Ingredient_FLUORESCEIN SODIUM,0.0
categorical__Ingredient_ESLICARBAZEPINE ACETATE,0.0
categorical__Ingredient_ESMOLOL HYDROCHLORIDE,0.0
categorical__Ingredient_FLUNISOLIDE,0.0
categorical__Ingredient_FLUMAZENIL,0.0
categorical__Ingredient_FLUDROCORTISONE ACETATE,0.0
categorical__Ingredient_FLUDEOXYGLUCOSE F-18,0.0
categorical__Ingredient_FLUDARABINE PHOSPHATE,0.0
categorical__Ingredient_FLUCYTOSINE,0.0
categorical__Ingredient_FLUCONAZOLE,0.0
categorical__Ingredient_FLOXURIDINE,0.0
categorical__Ingredient_FLECAINIDE ACETATE,0.0
categorical__Ingredient_FLAVOXATE HYDROCHLORIDE,0.0
categorical__Ingredient_FINGOLIMOD HYDROCHLORIDE,0.0
categorical__Ingredient_FINASTERIDE,0.0
categorical__Ingredient_FIDAXOMICIN,0.0
categorical__Ingredient_FESOTERODINE FUMARATE,0.0
categorical__Ingredient_ENALAPRIL MALEATE; HYDROCHLOROTHIAZIDE,0.0
categorical__Ingredient_HYDROCORTISONE VALERATE,0.0
categorical__Ingredient_METHENAMINE HIPPURATE,0.0
categorical__Ingredient_LIOTHYRONINE SODIUM,0.0
categorical__Ingredient_LOVASTATIN,0.0
categorical__Ingredient_LOTEPREDNOL ETABONATE; TOBRAMYCIN,0.0
categorical__Ingredient_LOTEPREDNOL ETABONATE,0.0
categorical__Ingredient_LOSARTAN POTASSIUM,0.0
categorical__Ingredient_LORAZEPAM,0.0
categorical__Ingredient_LOPINAVIR; RITONAVIR,0.0
categorical__Ingredient_LOPERAMIDE HYDROCHLORIDE,0.0
categorical__Ingredient_LOMUSTINE,0.0
categorical__Ingredient_LOFEXIDINE HYDROCHLORIDE,0.0
categorical__Ingredient_LITHIUM CITRATE,0.0
categorical__Ingredient_LITHIUM CARBONATE,0.0
categorical__Ingredient_LISINOPRIL,0.0
categorical__Ingredient_LISDEXAMFETAMINE DIMESYLATE,0.0
categorical__Ingredient_ECONAZOLE NITRATE,0.0
categorical__Ingredient_LINEZOLID,0.0
categorical__Ingredient_LUBIPROSTONE,0.0
categorical__Ingredient_LINCOMYCIN HYDROCHLORIDE,0.0
categorical__Ingredient_LINAGLIPTIN; METFORMIN HYDROCHLORIDE,0.0
categorical__Ingredient_LINAGLIPTIN,0.0
categorical__Ingredient_LIDOCAINE; PRILOCAINE,0.0
categorical__Ingredient_EDARAVONE,0.0
categorical__Ingredient_EFAVIRENZ,0.0
categorical__Ingredient_EFAVIRENZ; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE,0.0
categorical__Ingredient_LEVORPHANOL TARTRATE,0.0
categorical__Ingredient_LEVOMILNACIPRAN HYDROCHLORIDE,0.0
categorical__Ingredient_LEVOLEUCOVORIN CALCIUM,0.0
categorical__Ingredient_LEVOFLOXACIN,0.0
categorical__Ingredient_LEVOCETIRIZINE DIHYDROCHLORIDE,0.0
categorical__Ingredient_EFAVIRENZ; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE,0.0
categorical__Ingredient_LEVOBUNOLOL HYDROCHLORIDE,0.0
categorical__Ingredient_LOXAPINE SUCCINATE,0.0
categorical__Ingredient_LURASIDONE HYDROCHLORIDE,0.0
categorical__Ingredient_EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE,0.0
categorical__Ingredient_DROXIDOPA,0.0
categorical__Ingredient_METHAZOLAMIDE,0.0
categorical__Ingredient_METHAMPHETAMINE HYDROCHLORIDE,0.0
categorical__Ingredient_DROSPIRENONE; ETHINYL ESTRADIOL,0.0
categorical__Ingredient_METFORMIN HYDROCHLORIDE; SITAGLIPTIN PHOSPHATE,0.0
categorical__Ingredient_METFORMIN HYDROCHLORIDE; SAXAGLIPTIN HYDROCHLORIDE,0.0
categorical__Ingredient_METFORMIN HYDROCHLORIDE; PIOGLITAZONE HYDROCHLORIDE,0.0
categorical__Ingredient_DROSPIRENONE; ETHINYL ESTRADIOL; LEVOMEFOLATE CALCIUM,0.0
categorical__Ingredient_METAXALONE,0.0
categorical__Ingredient_MESNA,0.0
categorical__Ingredient_MESALAMINE,0.0
categorical__Ingredient_MEROPENEM,0.0
categorical__Ingredient_MERCAPTOPURINE,0.0
categorical__Ingredient_MEPROBAMATE,0.0
categorical__Ingredient_MEPERIDINE HYDROCHLORIDE,0.0
categorical__Ingredient_MELPHALAN HYDROCHLORIDE,0.0
categorical__Ingredient_MACITENTAN,0.0
categorical__Ingredient_MELOXICAM,0.0
categorical__Ingredient_MEGESTROL ACETATE,0.0
categorical__Ingredient_MEFLOQUINE HYDROCHLORIDE,0.0
categorical__Ingredient_MEFENAMIC ACID,0.0
categorical__Ingredient_DULOXETINE HYDROCHLORIDE,0.0
categorical__Ingredient_DUTASTERIDE,0.0
categorical__Ingredient_MARAVIROC,0.0
categorical__Ingredient_MANNITOL,0.0
categorical__Ingredient_MANGANESE CHLORIDE,0.0
categorical__Ingredient_MAGNESIUM SULFATE; POTASSIUM SULFATE; SODIUM SULFATE,0.0
categorical__Ingredient_MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM SULFATE,0.0
"categorical__Ingredient_MAGNESIUM SULFATE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, MONOBASIC; SODIUM CHLORIDE; SODIUM PHOSPHATE",0.0
categorical__Ingredient_DUTASTERIDE; TAMSULOSIN HYDROCHLORIDE,0.0
categorical__Ingredient_MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM GLUCONATE,0.0
categorical__Ingredient_EFINACONAZOLE,0.0
categorical__Ingredient_LEVALBUTEROL HYDROCHLORIDE,0.0
categorical__Ingredient_LEUPROLIDE ACETATE,0.0
categorical__Ingredient_IMIPRAMINE HYDROCHLORIDE,0.0
categorical__Ingredient_IRON DEXTRAN,0.0
categorical__Ingredient_IRINOTECAN HYDROCHLORIDE,0.0
categorical__Ingredient_IRBESARTAN,0.0
categorical__Ingredient_IPRATROPIUM BROMIDE,0.0
categorical__Ingredient_EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,0.0
categorical__Ingredient_IOHEXOL,0.0
categorical__Ingredient_IOFLUPANE I-123,0.0
categorical__Ingredient_IODIXANOL,0.0
categorical__Ingredient_INDOMETHACIN,0.0
categorical__Ingredient_INDOCYANINE GREEN,0.0
categorical__Ingredient_INDIUM IN-111 OXYQUINOLINE,0.0
categorical__Ingredient_INDAPAMIDE,0.0
categorical__Ingredient_IMIQUIMOD,0.0
categorical__Ingredient_IMIPRAMINE PAMOATE,0.0
categorical__Ingredient_IMATINIB MESYLATE,0.0
categorical__Ingredient_LEUCOVORIN CALCIUM,0.0
categorical__Ingredient_IFOSFAMIDE,0.0
categorical__Ingredient_IDELALISIB,0.0
categorical__Ingredient_IDARUBICIN HYDROCHLORIDE,0.0
categorical__Ingredient_ICOSAPENT ETHYL,0.0
categorical__Ingredient_ICATIBANT ACETATE,0.0
categorical__Ingredient_IBUTILIDE FUMARATE,0.0
categorical__Ingredient_IBUPROFEN LYSINE,0.0
categorical__Ingredient_IBUPROFEN,0.0
categorical__Ingredient_IBANDRONATE SODIUM,0.0
categorical__Ingredient_HYDROXYZINE PAMOATE,0.0
categorical__Ingredient_HYDROXYZINE HYDROCHLORIDE,0.0
categorical__Ingredient_HYDROXYUREA,0.0
categorical__Ingredient_HYDROXYCHLOROQUINE SULFATE,0.0
categorical__Ingredient_HYDROMORPHONE HYDROCHLORIDE,0.0
categorical__Ingredient_EMTRICITABINE; RILPIVIRINE HYDROCHLORIDE; TENOFOVIR DISOPROXIL FUMARATE,0.0
categorical__Ingredient_ISOFLURANE,0.0
categorical__Ingredient_EMTRICITABINE; RILPIVIRINE HYDROCHLORIDE; TENOFOVIR ALAFENAMIDE FUMARATE,0.0
categorical__Ingredient_ISOPROTERENOL HYDROCHLORIDE,0.0
categorical__Ingredient_LETROZOLE,0.0
categorical__Ingredient_LENALIDOMIDE,0.0
categorical__Ingredient_LEFLUNOMIDE,0.0
categorical__Ingredient_LATANOPROSTENE BUNOD,0.0
categorical__Ingredient_LATANOPROST,0.0
categorical__Ingredient_LAPATINIB DITOSYLATE,0.0
categorical__Ingredient_LANTHANUM CARBONATE,0.0
categorical__Ingredient_LANSOPRAZOLE,0.0
categorical__Ingredient_ELETRIPTAN HYDROBROMIDE,0.0
categorical__Ingredient_LAMOTRIGINE,0.0
categorical__Ingredient_LAMIVUDINE; ZIDOVUDINE,0.0
categorical__Ingredient_LAMIVUDINE,0.0
categorical__Ingredient_ELIGLUSTAT TARTRATE,0.0
categorical__Ingredient_LACOSAMIDE,0.0
categorical__Ingredient_LABETALOL HYDROCHLORIDE,0.0
categorical__Ingredient_L-GLUTAMINE,0.0
categorical__Ingredient_KETOROLAC TROMETHAMINE; PHENYLEPHRINE HYDROCHLORIDE,0.0
categorical__Ingredient_KETOROLAC TROMETHAMINE,0.0
categorical__Ingredient_KETOPROFEN,0.0
categorical__Ingredient_ELTROMBOPAG OLAMINE,0.0
categorical__Ingredient_KETAMINE HYDROCHLORIDE,0.0
categorical__Ingredient_IVERMECTIN,0.0
categorical__Ingredient_IVABRADINE HYDROCHLORIDE,0.0
categorical__Ingredient_ITRACONAZOLE,0.0
categorical__Ingredient_ISRADIPINE,0.0
categorical__Ingredient_EMTRICITABINE,0.0
categorical__Ingredient_ISOSULFAN BLUE,0.0
categorical__Ingredient_ISOSORBIDE MONONITRATE,0.0
categorical__Ingredient_ISOSORBIDE DINITRATE,0.0
categorical__Ingredient_SUCRALFATE,0.0
categorical__Ingredient_SUGAMMADEX SODIUM,0.0
categorical__Strength_12.5MG;300MG,0.0
categorical__Strength_0.25MG/INH;EQ 0.05MG BASE/INH,0.0
categorical__Strength_0.3MG,0.0
categorical__Strength_0.38%,0.0
categorical__Strength_0.375MG,0.0
categorical__Ingredient_CEFPODOXIME PROXETIL,0.0
categorical__Strength_0.3%;2.5%,0.0
categorical__Strength_0.3%;0.1%,0.0
categorical__Ingredient_CEFPROZIL,0.0
categorical__Strength_0.2MG/ML,0.0
categorical__Strength_0.2MG/HR,0.0
categorical__Strength_0.2MG/24HR,0.0
"categorical__Strength_0.2MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**",0.0
categorical__Strength_0.2MG,0.0
categorical__Strength_0.25MG/VIAL,0.0
categorical__Strength_0.25MG/ML,0.0
categorical__Strength_0.25MG/5ML (0.05MG/ML),0.0
categorical__Strength_0.3MG/24HR,0.0
categorical__Ingredient_CEFTAROLINE FOSAMIL,0.0
categorical__Strength_0.25MG,0.0
categorical__Strength_0.25MCG,0.0
categorical__Strength_0.25GM/ML,0.0
categorical__Strength_0.25%;0.0091MG/ML,0.0
categorical__Strength_0.25%,0.0
categorical__Strength_0.225GM;0.188GM;1.479GM,0.0
categorical__Ingredient_CEFTAZIDIME,0.0
categorical__Ingredient_CEFTRIAXONE SODIUM,0.0
categorical__Strength_0.1MG/ML,0.0
categorical__Strength_0.1MG/INH;EQ 0.05MG BASE/INH,0.0
categorical__Strength_0.1MG/HR,0.0
"categorical__Strength_0.1MG,0.125MG,0.15MG;0.025MG,0.025MG,0.025MG",0.0
"categorical__Strength_0.1MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**",0.0
"categorical__Strength_0.3MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**",0.0
categorical__Strength_0.3MG/DELIVERY,0.0
categorical__Strength_0.16MG/INH;0.0045MG/INH,0.0
categorical__Strength_0.5GM/ML,0.0
categorical__Strength_0.5MG;500MG,0.0
categorical__Strength_0.5MG;1MG,0.0
categorical__Strength_0.5MG;0.4MG,0.0
categorical__Strength_0.5MG;0.1MG,0.0
categorical__Strength_0.5MG/VIAL,0.0
categorical__Strength_0.5MG/SPRAY,0.0
categorical__Strength_0.5MG/ML,0.0
categorical__Strength_0.5MG/INH;EQ 0.05MG BASE/INH,0.0
categorical__Ingredient_CEFEPIME HYDROCHLORIDE,0.0
categorical__Strength_0.5MG/5ML,0.0
categorical__Ingredient_CEFIXIME,0.0
categorical__Strength_0.5MG/0.5ML,0.0
categorical__Ingredient_CEFOTETAN DISODIUM,0.0
categorical__Strength_0.5MCG,0.0
categorical__Strength_0.56MG/2.24ML (0.25MG/ML),0.0
categorical__Strength_0.4%,0.0
categorical__Strength_0.5-5mCi/ML,0.0
categorical__Strength_0.5-4mCi/ML,0.0
categorical__Strength_0.5%;0.3%,0.0
categorical__Strength_0.5%;0.0091MG/ML,0.0
categorical__Strength_0.5%;0.005MG/ML,0.0
categorical__Ingredient_CEFOXITIN SODIUM,0.0
categorical__Strength_0.4MG/SPRAY,0.0
categorical__Strength_0.4MG/ML (0.4MG/ML),0.0
categorical__Strength_0.4MG/ML,0.0
categorical__Strength_0.4MG/HR,0.0
categorical__Strength_0.4MG/5ML (0.08MG/ML),0.0
categorical__Strength_0.4MG,0.0
categorical__Strength_0.48MG/ML;0.3MG/ML;0.75MG/ML;3.9MG/ML;6.4MG/ML;1.7MG/ML,0.0
categorical__Strength_0.45MG,0.0
categorical__Ingredient_CEFUROXIME AXETIL,0.0
categorical__Strength_0.15MG;0.03MG,0.0
categorical__Ingredient_SULFACETAMIDE SODIUM,0.0
categorical__Strength_0.02MG;0.09MG,0.0
categorical__Ingredient_CETIRIZINE HYDROCHLORIDE,0.0
"categorical__Strength_0.03MG,0.04MG,0.03MG;0.05MG,0.075MG,0.125MG",0.0
"categorical__Strength_0.03MG,0.01MG;0.15MG,N/A",0.0
categorical__Strength_0.035MG;1MG,0.0
categorical__Strength_0.035MG;0.5MG,0.0
categorical__Strength_0.035MG;0.4MG,0.0
categorical__Strength_0.035MG;0.25MG,0.0
categorical__Strength_0.035MG/24HR;0.15MG/24HR,0.0
"categorical__Strength_0.035MG,0.035MG,0.035MG;0.5MG,1MG,0.5MG",0.0
"categorical__Strength_0.035MG,0.035MG,0.035MG;0.5MG,0.75MG,1MG",0.0
"categorical__Strength_0.035MG,0.035MG,0.035MG;0.18MG,0.215MG,0.25MG",0.0
categorical__Strength_0.03%,0.0
categorical__Strength_0.02MG;1MG,0.0
categorical__Ingredient_CETRORELIX ACETATE,0.0
categorical__Strength_0.02MG/VIAL,0.0
categorical__Strength_0.03MG;1.5MG,0.0
categorical__Strength_0.02MG/2ML,0.0
"categorical__Strength_0.02MG,0.1MG;0.01MG,N/A",0.0
"categorical__Strength_0.02MG,0.15MG;0.025MG,0.15MG;0.03MG,0.15MG;0.01MG,N/A",0.0
"categorical__Strength_0.02MG,0.03MG,0.035MG;1MG,1MG,1MG",0.0
categorical__Ingredient_CEVIMELINE HYDROCHLORIDE,0.0
categorical__Strength_0.025MG;0.8MG,0.0
categorical__Strength_0.025MG/SPRAY,0.0
"categorical__Strength_0.025MG/ML;EQ 1.75MG BASE/ML;10,000 UNITS/ML",0.0
"categorical__Strength_0.025MG,0.025MG,0.025MG;0.18MG,0.215MG,0.25MG",0.0
"categorical__Strength_0.025MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**",0.0
categorical__Strength_0.025%,0.0
categorical__Strength_0.024%,0.0
categorical__Strength_0.021MG/SPRAY,0.0
categorical__Strength_0.021MG/INH,0.0
categorical__Strength_0.03MG;0.3MG,0.0
categorical__Strength_0.042MG/SPRAY,0.0
categorical__Strength_0.15MG/DELIVERY,0.0
categorical__Strength_0.1%;0.3%,0.0
"categorical__Strength_0.15MG,N/A;0.02MG,0.01MG",0.0
"categorical__Strength_0.15MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**",0.0
categorical__Ingredient_CEFUROXIME SODIUM,0.0
categorical__Strength_0.147MG/GM,0.0
categorical__Strength_0.137MG/SPRAY;0.05MG/SPRAY,0.0
categorical__Strength_0.137MG/SPRAY,0.0
"categorical__Strength_0.137MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**",0.0
"categorical__Strength_0.125MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**",0.0
categorical__Strength_0.125MG,0.0
categorical__Strength_0.12%,0.0
"categorical__Strength_0.112MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**",0.0
"categorical__Strength_0.1%;EQ 3.5MG BASE/ML;10,000 UNITS/ML",0.0
"categorical__Strength_0.1%;EQ 3.5MG BASE/GM;10,000 UNITS/GM",0.0
categorical__Strength_0.1%;2.5%,0.0
categorical__Strength_0.1% (1GM/PACKET),0.0
categorical__Strength_0.044MG/INH,0.0
categorical__Strength_0.1% (1.25GM/PACKET),0.0
categorical__Strength_0.1% (0.75GM/PACKET),0.0
categorical__Strength_0.1% (0.5GM/PACKET),0.0
categorical__Strength_0.1% (0.25GM/PACKET),0.0
categorical__Ingredient_CELECOXIB,0.0
"categorical__Strength_0.088MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**",0.0
categorical__Strength_0.08%,0.0
categorical__Strength_0.064%;0.005%,0.0
categorical__Strength_0.0625MG,0.0
categorical__Strength_0.06% (1.25GM/ACTIVATION),0.0
categorical__Strength_0.06%,0.0
categorical__Strength_0.05MG/SPRAY,0.0
categorical__Strength_0.05MG/ML,0.0
categorical__Ingredient_CEPHALEXIN,0.0
categorical__Strength_0.625MG,0.0
categorical__Strength_0.665MG/SPRAY,0.0
categorical__Strength_0.6MG,0.0
categorical__Strength_10GM/15ML,0.0
categorical__Strength_10MG/9HR (1.1MG/HR),0.0
categorical__Strength_10MG/5ML;6.25MG/5ML,0.0
categorical__Strength_10MG/5ML;5MG/5ML;6.25MG/5ML,0.0
categorical__Strength_10MG/5ML,0.0
categorical__Strength_10MG/4ML (2.5MG/ML),0.0
categorical__Strength_10MG/2ML (5MG/ML),0.0
categorical__Strength_10MG/10ML (1MG/ML),0.0
categorical__Strength_10MG/0.8ML (10MG/0.8ML),0.0
categorical__Strength_10MEQ/10ML (1MEQ/ML),0.0
categorical__Ingredient_CALCIUM GLUCONATE,0.0
categorical__Strength_10MCG/HR,0.0
categorical__Strength_10MCG,0.0
categorical__Strength_10GM/PACKET,0.0
categorical__Strength_10GM/20ML (500MG/ML),0.0
categorical__Strength_10GM/100ML (100MG/ML),0.0
categorical__Ingredient_CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0.0
categorical__Strength_10GM/100ML,0.0
categorical__Strength_100uCi,0.0
categorical__Strength_100USP UNITS/10ML (10USP UNITS/ML),0.0
categorical__Strength_100MG;25MG,0.0
categorical__Strength_100MG;150MG,0.0
categorical__Ingredient_CANAGLIFLOZIN,0.0
categorical__Ingredient_CANDESARTAN CILEXETIL,0.0
categorical__Strength_100MG/ML (100MG/ML),0.0
categorical__Ingredient_CANDESARTAN CILEXETIL; HYDROCHLOROTHIAZIDE,0.0
categorical__Strength_100MG/5ML (20MG/ML),0.0
categorical__Strength_100MG/5ML,0.0
categorical__Strength_100MG/4ML (25MG/ML),0.0
categorical__Strength_100MG/20ML (5MG/ML),0.0
categorical__Ingredient_CANGRELOR,0.0
categorical__Ingredient_CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,0.0
categorical__Ingredient_CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0.0
categorical__Strength_0.6MG/HR,0.0
categorical__Strength_11.8GM/50ML (236MG/ML);11.2GM/50ML (224MG/ML),0.0
categorical__Strength_12.5MG;20MG,0.0
categorical__Strength_12.5MG;200MG;50MG,0.0
categorical__Strength_12.5MG;160MG,0.0
categorical__Strength_12.5MG;150MG,0.0
categorical__Ingredient_CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE,0.0
categorical__Strength_12.5MG;10MG,0.0
categorical__Strength_12.5MG;100MG,0.0
categorical__Strength_12.5MG/VIAL,0.0
categorical__Strength_12.5MG/5ML,0.0
categorical__Strength_12.5MG/1.25GM ACTUATION,0.0
categorical__Strength_12.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0.0
categorical__Strength_12.5MG,0.0
categorical__Strength_12.5MCG/HR,0.0
categorical__Ingredient_ESOMEPRAZOLE SODIUM,0.0
categorical__Strength_10USP UNITS/ML (10USP UNITS/ML),0.0
categorical__Strength_10MG;100MG,0.0
categorical__Strength_10MG;EQ 5MG BASE,0.0
categorical__Strength_10MG;80MG,0.0
categorical__Strength_10MG;7MG,0.0
categorical__Strength_10MG;6.25MG,0.0
categorical__Strength_10MG;500MG,0.0
categorical__Strength_10MG;40MG,0.0
categorical__Strength_10MG;28MG,0.0
categorical__Strength_10MG;25MG,0.0
categorical__Strength_10MG;21MG,0.0
categorical__Strength_10MG;20MG,0.0
categorical__Strength_10MG;1GM,0.0
categorical__Strength_10MG;14MG,0.0
categorical__Strength_10MG;12.5MG,0.0
categorical__Strength_10MG;10MG,0.0
categorical__Strength_100MG/100ML (1MG/ML),0.0
categorical__Strength_100MG IRON/2ML (50MG IRON/ML),0.0
categorical__Strength_100MG EXTENDED,0.0
categorical__Ingredient_CARMUSTINE,0.0
categorical__Strength_1.5MG,0.0
categorical__Strength_1.5GM/100ML (15MG/ML),0.0
categorical__Strength_1.5GM/100ML,0.0
categorical__Strength_1.5GM/1.5ML (1GM/ML),0.0
categorical__Ingredient_CARFILZOMIB,0.0
categorical__Strength_1.4MG,0.0
categorical__Strength_1.49GM/100ML,0.0
categorical__Strength_1.34GM/5ML;1.38GM/5ML (268MG/ML;276MG/ML),0.0
categorical__Strength_1.34GM/5ML;1.38GM/5ML (268MG/ML; 276MG/ML),0.0
categorical__Strength_1.2MG,0.0
categorical__Strength_1.2GM,0.0
categorical__Strength_1.25MG;250MG,0.0
categorical__Ingredient_CARGLUMIC ACID,0.0
categorical__Strength_1.25MG/ML,0.0
categorical__Strength_1.20944GM/2ML (604.72MG/ML),0.0
categorical__Ingredient_CAPTOPRIL,0.0
categorical__Strength_1.2%;0.025%,0.0
categorical__Ingredient_CARVEDILOL,0.0
categorical__Strength_1.18GM/5ML (236MG/ML);1.12GM/5ML (224MG/ML),0.0
"categorical__Strength_1,000 UNITS/ML",0.0
categorical__Ingredient_CARVEDILOL PHOSPHATE,0.0
categorical__Strength_1%;1%,0.0
categorical__Ingredient_CASPOFUNGIN ACETATE,0.0
categorical__Strength_0.9MG,0.0
categorical__Strength_0.8MG,0.0
categorical__Strength_0.8%,0.0
categorical__Ingredient_CEFADROXIL/CEFADROXIL HEMIHYDRATE,0.0
categorical__Ingredient_CEFAZOLIN SODIUM,0.0
categorical__Strength_0.75%;0.0091MG/ML,0.0
categorical__Ingredient_CEFDINIR,0.0
categorical__Strength_1.5MG/5ML;5MG/5ML,0.0
categorical__Strength_1.5MG/5ML;5MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0.0
categorical__Ingredient_CARBOPROST TROMETHAMINE,0.0
categorical__Strength_1.62% (20.25MG/1.25GM PACKET),0.0
categorical__Strength_100MEQ/50ML (2MEQ/ML),0.0
categorical__Strength_100MEQ/40ML (2.5MEQ/ML),0.0
categorical__Strength_100MCG/VIAL,0.0
categorical__Strength_100MCG/HR,0.0
"categorical__Strength_100,000 UNITS/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**",0.0
"categorical__Strength_100,000 UNITS/ML",0.0
categorical__Ingredient_CARBIDOPA,0.0
categorical__Ingredient_CARBIDOPA; ENTACAPONE; LEVODOPA,0.0
