Feature,Importance
categorical__Strength_200MCG/VIAL,0.0
categorical__Strength_200 UNITS/100ML,0.0
categorical__Strength_200 IU/SPRAY,0.0
categorical__Strength_200 IU/ML,0.0
categorical__Strength_20-500mCi/ML,0.0
categorical__Strength_20-400mCi/ML,0.0
categorical__Strength_20-300mCi/ML,0.0
categorical__Strength_20-240mCi/ML,0.0
categorical__Strength_20-200mCi/ML,0.0
"categorical__Strength_20,000,000 UNITS/VIAL",0.0
"categorical__Strength_20,000 UNITS/ML",0.0
categorical__Strength_200uCi,0.0
categorical__Strength_20GM/500ML (40MG/ML),0.0
categorical__Strength_22.5MG,0.0
categorical__Strength_20GM/PACKET,0.0
categorical__Strength_21MG,0.0
categorical__Strength_20UNITS/ML (20UNITS/ML),0.0
categorical__Strength_20UNITS/100ML (0.2UNITS/ML),0.0
categorical__Strength_20MG;25MG,0.0
categorical__Strength_20MG;12.5MG,0.0
categorical__Strength_20MG;10MG,0.0
categorical__Strength_20MG;1.1GM,0.0
categorical__Strength_20MG/VIAL,0.0
categorical__Strength_20MG/SPRAY,0.0
categorical__Strength_20MG/PACKET;1.68GM/PACKET,0.0
categorical__Strength_20MG/ML (20MG/ML),0.0
categorical__Ingredient_BOSUTINIB MONOHYDRATE,0.0
categorical__Strength_20MG/9HR (2.2MG/HR),0.0
categorical__Strength_20MG/5ML,0.0
categorical__Strength_20MG/4ML (5MG/ML),0.0
categorical__Strength_20MG/2ML (10MG/ML),0.0
categorical__Strength_20MG/20ML (1MG/ML),0.0
categorical__Strength_20MG/200ML (0.1MG/ML),0.0
categorical__Strength_20MG/10ML (2MG/ML),0.0
categorical__Strength_20MG/100ML;5GM/100ML;30MG/100ML;600MG/100ML;310MG/100ML,0.0
categorical__Strength_20MG/100ML;5GM/100ML;254MG/100ML;600MG/100ML;310MG/100ML,0.0
categorical__Strength_20MG/100ML;5GM/100ML;179MG/100ML;600MG/100ML;310MG/100ML,0.0
categorical__Strength_20MG/100ML;40MG/100ML;6.25MG/100ML;800MG/100ML;8.75MG/100ML,0.0
categorical__Strength_20MG/100ML;30MG/100ML;600MG/100ML;310MG/100ML,0.0
categorical__Strength_20MG/100ML (0.2MG/ML),0.0
categorical__Ingredient_BREXPIPRAZOLE,0.0
categorical__Strength_20MEQ/15ML,0.0
categorical__Ingredient_BRINZOLAMIDE,0.0
categorical__Strength_20MCG/HR,0.0
categorical__Strength_5MCG/HR,0.0
categorical__Strength_5MG/VIAL,0.0
categorical__Strength_5MEQ/10ML (0.5MEQ/ML),0.0
categorical__Strength_EQ 4MG BASE/PACKET,0.0
categorical__Strength_EQ 50MG BASE/100ML,0.0
categorical__Strength_EQ 50MG ACID,0.0
categorical__Strength_EQ 500MG/20ML (EQ 25MG/ML),0.0
categorical__Strength_EQ 500MG/100ML (EQ 5MG/ML),0.0
categorical__Strength_EQ 500MG VALPROIC ACID,0.0
categorical__Strength_EQ 500MG BASE/VIAL;500MG/VIAL,0.0
categorical__Strength_EQ 500MG BASE/VIAL,0.0
categorical__Strength_EQ 500MG BASE/5ML (EQ 100MG BASE/ML),0.0
categorical__Strength_EQ 500MG BASE/5ML,0.0
categorical__Strength_EQ 500MG BASE,0.0
"categorical__Strength_EQ 500,000 UNITS BASE/VIAL",0.0
categorical__Strength_EQ 4MG PHOSPHATE/ML,0.0
categorical__Strength_EQ 4MG BASE;EQ 1MG BASE,0.0
categorical__Strength_EQ 4MG BASE/VIAL,0.0
categorical__Strength_EQ 4MG BASE/5ML,0.0
categorical__Ingredient_APALUTAMIDE,0.0
categorical__Strength_EQ 4MG BASE/4ML (EQ 1MG BASE/ML),0.0
categorical__Strength_EQ 4MG BASE/250ML (EQ 16MCG BASE/ML),0.0
categorical__Strength_EQ 4MG BASE/100ML,0.0
categorical__Strength_EQ 4MG BASE/0.5ML (EQ 8MG BASE/ML),0.0
categorical__Ingredient_APIXABAN,0.0
categorical__Strength_EQ 4GM RESIN/SCOOPFUL,0.0
categorical__Strength_EQ 4GM RESIN/PACKET,0.0
categorical__Strength_EQ 4GM BASE/VIAL;EQ 500MG BASE/VIAL,0.0
categorical__Strength_EQ 45MG FENOFIBRIC ACID,0.0
categorical__Strength_EQ 45MG BASE,0.0
categorical__Strength_EQ 450MG BASE,0.0
categorical__Strength_EQ 40MG MEDOXOMIL;12.5MG,0.0
categorical__Strength_EQ 40MG MEDOXOMIL,0.0
categorical__Strength_EQ 40MG BASE/VIAL,0.0
categorical__Strength_EQ 50MG BASE/2ML (EQ 25MG BASE/ML),0.0
categorical__Strength_EQ 50MG BASE/VIAL,0.0
categorical__Strength_EQ 40MG BASE/ML,0.0
categorical__Strength_EQ 5MG BASE;10MG,0.0
categorical__Strength_EQ 6.14MG BASE;15MG,0.0
categorical__Strength_EQ 5MG BASE;EQ 80MG BASE,0.0
categorical__Strength_EQ 5MG BASE;EQ 40MG BASE,0.0
categorical__Strength_EQ 5MG BASE;EQ 20MG BASE,0.0
categorical__Strength_EQ 5MG BASE;EQ 10MG BASE,0.0
categorical__Strength_EQ 5MG BASE;40MG,0.0
categorical__Strength_EQ 5MG BASE;320MG,0.0
categorical__Strength_EQ 5MG BASE;25MG;40MG,0.0
categorical__Strength_EQ 5MG BASE;25MG;160MG,0.0
categorical__Strength_EQ 5MG BASE;20MG,0.0
categorical__Strength_EQ 5MG BASE;160MG,0.0
categorical__Strength_EQ 5MG BASE;12.5MG;40MG,0.0
categorical__Strength_EQ 5MG BASE;12.5MG;20MG,0.0
categorical__Strength_EQ 5MG BASE;12.5MG;160MG,0.0
categorical__Strength_EQ 5MG BASE/VIAL,0.0
categorical__Strength_EQ 50MG BASE;EQ 12MG BASE,0.0
categorical__Strength_EQ 5MG BASE/PACKET,0.0
categorical__Strength_EQ 5MG BASE/ML,0.0
categorical__Strength_EQ 5MG BASE/5ML,0.0
categorical__Strength_EQ 5MG BASE/100ML (EQ 0.05MG BASE/ML),0.0
categorical__Strength_EQ 5MG BASE/100ML,0.0
categorical__Strength_EQ 5MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0.0
categorical__Strength_EQ 5MG ANHYDROUS;50MG,0.0
categorical__Strength_EQ 5GM BASE/VIAL,0.0
categorical__Strength_EQ 55MG BASE,0.0
categorical__Strength_EQ 50MG TARTRATE,0.0
categorical__Strength_EQ 50MG PHENYTOIN NA/ML,0.0
categorical__Strength_EQ 50MG IRON/2.5ML (EQ 20MG IRON/ML),0.0
categorical__Strength_EQ 50MG HYDROCHLORIDE,0.0
categorical__Strength_EQ 50MG BASE;EQ 6MG BASE,0.0
categorical__Strength_EQ 40MG BASE/PACKET,0.0
categorical__Strength_EQ 40MG BASE/200ML (EQ 0.2MG BASE/ML),0.0
categorical__Strength_EQ 6.3MG BASE,0.0
categorical__Strength_EQ 25MG ACID,0.0
categorical__Strength_EQ 2MG BASE,0.0
categorical__Strength_EQ 2GM BASE/VIAL;EQ 250MG BASE/VIAL,0.0
categorical__Strength_EQ 2GM BASE/VIAL;EQ 1GM BASE/VIAL,0.0
categorical__Strength_EQ 2GM BASE/VIAL,0.0
categorical__Strength_EQ 25MG TARTRATE,0.0
categorical__Strength_EQ 25MG HYDROCHLORIDE,0.0
categorical__Strength_EQ 25MG BASE;EQ 6MG BASE,0.0
categorical__Strength_EQ 25MG BASE;EQ 3MG BASE,0.0
categorical__Strength_EQ 25MG BASE;EQ 12MG BASE,0.0
categorical__Strength_EQ 25MG BASE/ML,0.0
categorical__Strength_EQ 25MG BASE/5ML (EQ 5MG BASE/ML),0.0
categorical__Strength_EQ 25MG BASE/5ML,0.0
categorical__Strength_EQ 25MG BASE/12.5ML (EQ 2MG BASE/ML),0.0
categorical__Strength_EQ 25MG ACID/PACKET,0.0
categorical__Strength_EQ 250MG/50ML (EQ 5MG/ML),0.0
categorical__Strength_EQ 2MG BASE/5ML,0.0
categorical__Strength_EQ 250MG VALPROIC ACID,0.0
categorical__Strength_EQ 250MG BASE/VIAL,0.0
categorical__Strength_EQ 250MG BASE/ML,0.0
categorical__Strength_EQ 250MG BASE/5ML,0.0
categorical__Strength_EQ 250MG BASE/25ML (EQ 10MG BASE/ML),0.0
categorical__Strength_EQ 250MG BASE/10ML (EQ 25MG BASE/ML),0.0
categorical__Strength_EQ 250MG BASE,0.0
categorical__Strength_EQ 24MG BASE,0.0
categorical__Strength_EQ 22MG BASE,0.0
categorical__Strength_EQ 225MG BASE,0.0
categorical__Strength_EQ 210MG IRON,0.0
categorical__Strength_EQ 20MG BASE;500MG,0.0
categorical__Strength_EQ 20MG BASE;375MG,0.0
categorical__Ingredient_APRACLONIDINE HYDROCHLORIDE,0.0
categorical__Strength_EQ 2MG BASE/2ML (EQ 1MG BASE/ML),0.0
categorical__Strength_EQ 2MG BASE/ML,0.0
categorical__Ingredient_APOMORPHINE HYDROCHLORIDE,0.0
categorical__Strength_EQ 35MG BASE,0.0
categorical__Strength_EQ 400MG BASE/5ML,0.0
categorical__Strength_EQ 400MG BASE/100ML,0.0
categorical__Strength_EQ 400MG BASE,0.0
categorical__Strength_EQ 400MCG BASE/4ML (EQ 100MCG BASE/ML),0.0
categorical__Strength_EQ 400MCG BASE/100ML (EQ 4MCG BASE/ML),0.0
categorical__Strength_EQ 4.5MG BASE,0.0
categorical__Strength_EQ 3MG BASE/3ML,0.0
categorical__Strength_EQ 3GM BASE/VIAL;EQ 375MG BASE/VIAL,0.0
categorical__Strength_EQ 3GM BASE/PACKET,0.0
categorical__Strength_EQ 375MG BASE/5ML (EQ 75MG BASE/ML),0.0
categorical__Strength_EQ 375MG BASE,0.0
categorical__Strength_EQ 37.5MG BASE,0.0
categorical__Strength_EQ 36GM BASE/VIAL;EQ 4.5GM BASE/VIAL,0.0
categorical__Strength_EQ 360MG BASE,0.0
categorical__Strength_EQ 350MG BASE/VIAL,0.0
categorical__Strength_EQ 2MG BASE/VIAL,0.0
categorical__Strength_EQ 30MG BASE/VIAL,0.0
categorical__Strength_EQ 30MG BASE/3ML (EQ 10MG BASE/ML),0.0
categorical__Strength_EQ 30MG BASE/30ML (EQ 1MG BASE/ML),0.0
categorical__Strength_EQ 30MG BASE/15ML (EQ 2MG BASE/ML),0.0
categorical__Strength_EQ 30MG BASE/10ML (EQ 3MG BASE/ML),0.0
categorical__Strength_EQ 30MG BASE,0.0
categorical__Strength_EQ 300MG CARBONATE/5ML,0.0
categorical__Strength_EQ 300MG BASE/ML,0.0
categorical__Strength_EQ 300MG BASE/5ML,0.0
categorical__Strength_EQ 300MG BASE,0.0
categorical__Strength_EQ 30 UNITS BASE/VIAL,0.0
categorical__Strength_EQ 3.75MG BASE;23MG,0.0
categorical__Strength_EQ 3.1MG BASE,0.0
categorical__Strength_EQ 2MG BASE;EQ 0.5MG BASE,0.0
categorical__Strength_EQ 6.25MG BASE,0.0
categorical__Strength_EQ 600MCG SELENIUM/10ML (EQ 60MCG SELENIUM/ML),0.0
categorical__Strength_EQ 20MG BASE/ML,0.0
categorical__Ingredient_ALVIMOPAN,0.0
categorical__Ingredient_ALLOPURINOL,0.0
categorical__Ingredient_ALLOPURINOL SODIUM,0.0
"categorical__Route_Of_Administration_BUCCAL, SUBLINGUAL",0.0
categorical__Dosage_Form_TROCHE/LOZENGE,0.0
"categorical__Dosage_Form_TABLET, ORALLY DISINTEGRATING, EXTENDED RELEASE",0.0
"categorical__Dosage_Form_TABLET, ORALLY DISINTEGRATING, DELAYED RELEASE",0.0
categorical__Ingredient_ALMOTRIPTAN MALATE,0.0
"categorical__Dosage_Form_TABLET, FOR SUSPENSION",0.0
categorical__Ingredient_ALOSETRON HYDROCHLORIDE,0.0
"categorical__Dosage_Form_TABLET, DELAYED RELEASE",0.0
"categorical__Dosage_Form_TABLET, CHEWABLE",0.0
categorical__Ingredient_ALPHA-TOCOPHEROL ACETATE; ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A PALMITATE; VITAMIN K,0.0
categorical__Ingredient_ALPRAZOLAM,0.0
categorical__Ingredient_ALPROSTADIL,0.0
categorical__Ingredient_AMANTADINE HYDROCHLORIDE,0.0
categorical__Ingredient_ALFUZOSIN HYDROCHLORIDE,0.0
categorical__Ingredient_AMBRISENTAN,0.0
categorical__Dosage_Form_SUPPOSITORY,0.0
"categorical__Dosage_Form_SPRAY, METERED",0.0
categorical__Ingredient_AMIKACIN SULFATE,0.0
categorical__Ingredient_AMILORIDE HYDROCHLORIDE,0.0
categorical__Ingredient_AMILORIDE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,0.0
"categorical__Dosage_Form_SOLUTION, GEL FORMING/DROPS",0.0
categorical__Ingredient_AMINOCAPROIC ACID,0.0
categorical__Dosage_Form_SHAMPOO,0.0
categorical__Dosage_Form_RING,0.0
categorical__Ingredient_AMIODARONE HYDROCHLORIDE,0.0
categorical__Dosage_Form_PATCH,0.0
categorical__Dosage_Form_PASTE,0.0
"categorical__Dosage_Form_OINTMENT, AUGMENTED",0.0
categorical__Ingredient_ALISKIREN HEMIFUMARATE,0.0
categorical__Ingredient_ALENDRONATE SODIUM,0.0
categorical__Dosage_Form_OIL/DROPS,0.0
"categorical__Route_Of_Administration_IRRIGATION, URETHRAL",0.0
categorical__Ingredient_ABACAVIR SULFATE,0.0
categorical__Ingredient_ABACAVIR SULFATE; LAMIVUDINE,0.0
categorical__Ingredient_ABIRATERONE ACETATE,0.0
categorical__Ingredient_ACAMPROSATE CALCIUM,0.0
categorical__Route_Of_Administration_SPINAL,0.0
categorical__Route_Of_Administration_RECTAL,0.0
"categorical__Route_Of_Administration_PERFUSION, CARDIAC",0.0
categorical__Ingredient_ACARBOSE,0.0
categorical__Ingredient_ACEBUTOLOL HYDROCHLORIDE,0.0
categorical__Route_Of_Administration_ORAL-21,0.0
categorical__Ingredient_ACETAMINOPHEN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE,0.0
categorical__Ingredient_ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE,0.0
categorical__Ingredient_ACETAZOLAMIDE,0.0
categorical__Ingredient_ACETAZOLAMIDE SODIUM,0.0
"categorical__Ingredient_ACETIC ACID, GLACIAL; HYDROCORTISONE",0.0
"categorical__Route_Of_Administration_INJECTION, ORAL",0.0
categorical__Ingredient_ACITRETIN,0.0
categorical__Ingredient_ACYCLOVIR SODIUM,0.0
"categorical__Route_Of_Administration_INTRAVENOUS, INTRAOCULAR, INTRAMUSCULAR, SUBCUTANEOUS",0.0
"categorical__Route_Of_Administration_INTRAVENOUS, INTRAMUSCULAR, SUBCUTANEOUS, INTRAOSSEOUS, ENDOTRACHEAL",0.0
categorical__Route_Of_Administration_INTRATHECAL,0.0
categorical__Ingredient_ADAPALENE; BENZOYL PEROXIDE,0.0
categorical__Ingredient_ADEFOVIR DIPIVOXIL,0.0
categorical__Ingredient_ADENOSINE,0.0
categorical__Ingredient_ALBENDAZOLE,0.0
categorical__Ingredient_ALBUTEROL SULFATE; IPRATROPIUM BROMIDE,0.0
categorical__Ingredient_ALCLOMETASONE DIPROPIONATE,0.0
categorical__Route_Of_Administration_INTRA-ARTERIAL,0.0
categorical__Route_Of_Administration_INTRA-ANAL,0.0
"categorical__Route_Of_Administration_INJECTION, ORAL, RECTAL",0.0
categorical__Ingredient_AMLODIPINE BESYLATE,0.0
categorical__Dosage_Form_OIL,0.0
categorical__Strength_EQ 600MG BASE,0.0
categorical__Strength_EQ 750MG/150ML (EQ 5MG/ML),0.0
categorical__Strength_EQ 90MG BASE,0.0
categorical__Strength_EQ 9.4MG BASE,0.0
categorical__Strength_EQ 8MG BASE;EQ 2MG BASE,0.0
categorical__Strength_EQ 8MG BASE/250ML (EQ 32MCG BASE/ML),0.0
categorical__Strength_EQ 8MG BASE,0.0
categorical__Strength_EQ 84MG BASE,0.0
categorical__Strength_EQ 80MG MEDOXOMIL,0.0
categorical__Strength_EQ 80MG BASE,0.0
categorical__Strength_EQ 80MCG BASE/20ML (EQ 4MCG BASE/ML),0.0
categorical__Strength_EQ 8.19MG BASE;20MG,0.0
categorical__Strength_EQ 75MG HYDROCHLORIDE,0.0
categorical__Strength_EQ 75MG BASE/5ML,0.0
categorical__Strength_EQ 75MG ACID,0.0
categorical__Strength_EQ 750MG/30ML (EQ 25MG/ML),0.0
categorical__Strength_EQ 750MG BASE/VIAL,0.0
categorical__Strength_UNKNOWN,0.0
categorical__Strength_EQ 750MG BASE,0.0
categorical__Strength_EQ 70MG BASE/75ML,0.0
categorical__Strength_EQ 70MG BASE,0.0
categorical__Strength_EQ 700MG BASE,0.0
categorical__Strength_EQ 7.5MG BASE;46MG,0.0
categorical__Strength_EQ 7.5MG BASE,0.0
categorical__Strength_EQ 6MG BASE/ML,0.0
categorical__Ingredient_ANASTROZOLE,0.0
categorical__Strength_EQ 65MG BASE,0.0
categorical__Strength_EQ 62.5MG IRON/5ML (EQ 12.5MG IRON/ML),0.0
categorical__Strength_EQ 60MG BASE/0.2ML (EQ 60MG BASE/0.2ML),0.0
categorical__Strength_EQ 60MG BASE,0.0
categorical__Strength_EQ 60MCG SELENIUM/ML (EQ 60MCG SELENIUM/ML),0.0
categorical__Strength_EQ 600MG BASE;300MG,0.0
categorical__Strength_EQ 90MG BASE/0.3ML (EQ 90MG BASE/0.3ML),0.0
categorical__Ingredient_ANAGRELIDE HYDROCHLORIDE,0.0
"categorical__Dosage_Form_LOTION, AUGMENTED",0.0
categorical__Ingredient_AMMONIA N-13,0.0
categorical__Ingredient_AMLODIPINE BESYLATE; ATORVASTATIN CALCIUM,0.0
categorical__Ingredient_AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,0.0
categorical__Dosage_Form_JELLY,0.0
categorical__Dosage_Form_INSERT,0.0
categorical__Ingredient_AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL,0.0
categorical__Ingredient_AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; VALSARTAN,0.0
categorical__Dosage_Form_GRANULE,0.0
"categorical__Dosage_Form_GEL, AUGMENTED",0.0
categorical__Ingredient_AMLODIPINE BESYLATE; OLMESARTAN MEDOXOMIL,0.0
categorical__Dosage_Form_GAS,0.0
"categorical__Dosage_Form_FOR SUSPENSION, EXTENDED RELEASE",0.0
"categorical__Dosage_Form_FOR SUSPENSION, DELAYED RELEASE",0.0
categorical__Dosage_Form_FOR SUSPENSION,0.0
categorical__Ingredient_AMLODIPINE BESYLATE; VALSARTAN,0.0
categorical__Dosage_Form_FILM,0.0
categorical__Ingredient_AMPICILLIN/AMPICILLIN TRIHYDRATE,0.0
categorical__Dosage_Form_ENEMA,0.0
categorical__Ingredient_AMMONIUM LACTATE,0.0
categorical__Ingredient_AMOXAPINE,0.0
"categorical__Dosage_Form_CREAM, AUGMENTED",0.0
categorical__Ingredient_AMOXICILLIN; CLARITHROMYCIN; LANSOPRAZOLE,0.0
categorical__Ingredient_AMOXICILLIN; CLAVULANATE POTASSIUM,0.0
"categorical__Dosage_Form_CAPSULE, TABLET, CAPSULE, DELAYED REL PELLETS",0.0
categorical__Ingredient_AMPHETAMINE,0.0
"categorical__Dosage_Form_CAPSULE, DELAYED RELEASE",0.0
"categorical__Dosage_Form_CAPSULE, DELAYED REL PELLETS",0.0
categorical__Ingredient_AMPHOTERICIN B,0.0
categorical__Ingredient_AMPICILLIN SODIUM,0.0
categorical__Ingredient_AMPICILLIN SODIUM; SULBACTAM SODIUM,0.0
categorical__Type_RX,0.0
categorical__Strength_EQ 20MG BASE/PACKET,0.0
categorical__Strength_EQ 20MG BASE/5ML,0.0
categorical__Strength_5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0.0
categorical__Strength_80MG,0.0
categorical__Strength_875MG;EQ 125MG BASE,0.0
categorical__Strength_875MG,0.0
categorical__Strength_87.5MCG/HR,0.0
categorical__Strength_850MG;EQ 15MG BASE,0.0
categorical__Strength_850MG,0.0
categorical__Strength_82.5MG,0.0
"categorical__Strength_80MG/VIAL;0.02MG/VIAL;400 IU/VIAL;0.001MG/VIAL;5MG/VIAL;0.14MG/VIAL;17MG/VIAL;1MG/VIAL;1.4MG/VIAL;1.2MG/VIAL;7 IU/VIAL;2,300 IU/VIAL;0.2MG/VIAL",0.0
categorical__Strength_80MG/ML;16MG/ML,0.0
categorical__Ingredient_ATORVASTATIN CALCIUM,0.0
categorical__Strength_80MG/8ML (10MG/ML),0.0
categorical__Strength_80MG/4ML (20MG/ML),0.0
categorical__Strength_80MG/15ML,0.0
categorical__Strength_80MG/100ML,0.0
categorical__Strength_80MG/0.8ML (100MG/ML),0.0
categorical__Strength_801MG,0.0
categorical__Ingredient_ATOMOXETINE HYDROCHLORIDE,0.0
categorical__Strength_800PPM,0.0
categorical__Strength_800MG;160MG,0.0
categorical__Strength_800MG/PACKET,0.0
categorical__Strength_800MG/100ML,0.0
categorical__Ingredient_ATOVAQUONE,0.0
categorical__Strength_8.6MG,0.0
categorical__Strength_8.5MG,0.0
categorical__Strength_8%,0.0
categorical__Strength_7MG,0.0
categorical__Strength_76%,0.0
categorical__Strength_75MG;25MG,0.0
categorical__Strength_75MG;0.2MG,0.0
categorical__Strength_75MG/ML,0.0
categorical__Strength_75MG/100ML,0.0
categorical__Strength_8MCG,0.0
categorical__Strength_8MG,0.0
categorical__Strength_75MCG/HR,0.0
categorical__Strength_EQ 0.005MG BASE,0.0
categorical__Strength_EQ 0.083% BASE;0.017%,0.0
categorical__Strength_EQ 0.083% BASE,0.0
categorical__Strength_EQ 0.075% ACID,0.0
categorical__Ingredient_ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE,0.0
categorical__Ingredient_ASPIRIN; DIPYRIDAMOLE,0.0
categorical__Strength_EQ 0.05MG BASE,0.0
categorical__Strength_EQ 0.05% BASE;1%,0.0
categorical__Strength_EQ 0.05% BASE,0.0
categorical__Strength_EQ 0.042% BASE,0.0
categorical__Strength_EQ 0.025MG BASE,0.0
categorical__Strength_EQ 0.021% BASE,0.0
categorical__Strength_EQ 0.018MG BASE/INH,0.0
categorical__Strength_EQ 0.015MG BASE/2ML,0.0
categorical__Strength_EQ 0.0103% BASE,0.0
categorical__Strength_EQ 0.004MG CHROMIUM/ML,0.0
categorical__Strength_8MG/20ML (0.4MG/ML),0.0
categorical__Strength_9MG,0.0
categorical__Strength_99.9%,0.0
categorical__Strength_99% (5ML),0.0
categorical__Strength_97MG;103MG,0.0
categorical__Strength_90MG/VIAL,0.0
categorical__Strength_90MG/30ML (3MG/ML),0.0
categorical__Ingredient_ATAZANAVIR SULFATE,0.0
categorical__Ingredient_ATENOLOL,0.0
categorical__Strength_900MG/100ML,0.0
categorical__Strength_900MG,0.0
categorical__Strength_9.5MG/24HR,0.0
categorical__Ingredient_ATENOLOL; CHLORTHALIDONE,0.0
categorical__Strength_9.0708GM/15ML (604.72MG/ML),0.0
categorical__Strength_8MG/ML,0.0
categorical__Strength_75MG,0.0
categorical__Strength_750MG/5ML,0.0
categorical__Ingredient_ASENAPINE MALEATE,0.0
categorical__Strength_6.0472GM/10ML (604.72MG/ML),0.0
categorical__Strength_60MG/1.5ML (40MG/ML),0.0
categorical__Strength_60MG/0.6ML (100MG/ML),0.0
categorical__Ingredient_AVANAFIL,0.0
categorical__Strength_600MG;300MG;300MG,0.0
categorical__Strength_600MG;200MG;300MG,0.0
categorical__Strength_600MG/VIAL,0.0
categorical__Strength_600MG/60ML (10MG/ML),0.0
categorical__Strength_600MG/5ML;EQ 42.9MG BASE/5ML,0.0
categorical__Strength_600MG/5ML,0.0
categorical__Strength_600MG/300ML (2MG/ML),0.0
categorical__Ingredient_AZACITIDINE,0.0
categorical__Ingredient_AZATHIOPRINE,0.0
categorical__Strength_6.25MG/5ML,0.0
categorical__Strength_6.25MG,0.0
categorical__Strength_5mCi/2.5ML (2mCi/ML),0.0
categorical__Strength_60MG/20ML (3MG/ML),0.0
categorical__Strength_5MG;6.25MG,0.0
categorical__Ingredient_AZELAIC ACID,0.0
categorical__Strength_5MG;500MG,0.0
categorical__Strength_5MG;2.5MG,0.0
categorical__Strength_5MG;1GM,0.0
categorical__Strength_5MG;12.5MG,0.0
categorical__Strength_12.5MG;40MG,0.0
categorical__Strength_5MG/SPRAY,0.0
categorical__Strength_5MG/ML,0.0
categorical__Strength_5MG/5ML;6.25MG/5ML,0.0
categorical__Strength_5MG/5ML (1MG/ML),0.0
categorical__Strength_5MG/2ML (2.5MG/ML),0.0
categorical__Strength_5MG/10ML (0.5MG/ML),0.0
categorical__Strength_5MG/0.4ML (5MG/0.4ML),0.0
categorical__Strength_60MG/10ML (6MG/ML),0.0
categorical__Strength_60MG/2ML (30MG/ML),0.0
categorical__Strength_750MG IRON/15ML (50MG IRON/ML),0.0
categorical__Strength_6MG,0.0
categorical__Ingredient_ATOVAQUONE; PROGUANIL HYDROCHLORIDE,0.0
categorical__Strength_75.5%,0.0
categorical__Strength_746MG/100ML,0.0
categorical__Strength_72MG,0.0
categorical__Strength_70MG/VIAL,0.0
categorical__Strength_70MG,0.0
categorical__Strength_70GM/100ML,0.0
categorical__Ingredient_ATRACURIUM BESYLATE,0.0
categorical__Strength_7.5MG;200MG,0.0
categorical__Strength_7.5MG/0.6ML (7.5MG/0.6ML),0.0
categorical__Strength_7.5MCG/HR,0.0
categorical__Strength_7.538GM/20ML (376.9MG/ML),0.0
categorical__Strength_7.5%,0.0
categorical__Strength_6MG/ML,0.0
categorical__Strength_6GM/VIAL,0.0
categorical__Strength_60MG/5ML,0.0
categorical__Strength_6GM/30ML (200MG/ML),0.0
categorical__Strength_6GM/250ML (24MG/ML),0.0
categorical__Strength_67MG,0.0
categorical__Strength_667MG,0.0
categorical__Strength_66%;10%,0.0
categorical__Strength_650MG,0.0
categorical__Strength_65.2%,0.0
categorical__Strength_64.7%,0.0
categorical__Strength_625MG,0.0
categorical__Strength_62.5MG;25MG,0.0
categorical__Strength_62.5MG,0.0
categorical__Strength_62.5MCG/HR,0.0
categorical__Strength_61%,0.0
categorical__Strength_60MG/VIAL,0.0
categorical__Ingredient_ASPIRIN; BUTALBITAL; CAFFEINE,0.0
categorical__Strength_EQ 0.1% BASE,0.0
categorical__Strength_EQ 20MG BASE/2ML (EQ 10MG BASE/ML),0.0
categorical__Strength_EQ 135MG BASE,0.0
categorical__Strength_EQ 180MG BASE,0.0
categorical__Strength_EQ 18.8MG BASE,0.0
categorical__Strength_EQ 175MG BASE/17.5ML (EQ 10MG BASE/ML),0.0
categorical__Strength_EQ 16MG BASE/250ML (EQ 64MCG BASE/ML),0.0
categorical__Strength_EQ 16MG BASE,0.0
categorical__Strength_EQ 15MG BASE;92MG,0.0
categorical__Strength_EQ 15MG BASE/5ML,0.0
categorical__Strength_EQ 15MG BASE,0.0
categorical__Strength_EQ 150MG BASE/VIAL,0.0
categorical__Strength_EQ 150MG BASE/ML,0.0
categorical__Strength_EQ 150MG BASE,0.0
categorical__Strength_EQ 15.7MG BASE,0.0
categorical__Strength_EQ 15 UNITS BASE/VIAL,0.0
categorical__Strength_EQ 135MG FENOFIBRIC ACID,0.0
categorical__Strength_EQ 12MG BASE;EQ 3MG BASE,0.0
categorical__Strength_EQ 18MG BASE/ML,0.0
categorical__Strength_EQ 12MG BASE/ML,0.0
categorical__Strength_EQ 12MG BASE,0.0
categorical__Strength_EQ 12MCG SELENIUM/2ML (EQ 6MCG SELENIUM/ML),0.0
categorical__Strength_EQ 12GM BASE/VIAL;EQ 1.5GM BASE/VIAL,0.0
categorical__Strength_EQ 125MG VALPROIC ACID,0.0
