Ingredient,DF;Route,Trade_Name,Applicant,Strength,Appl_Type,Appl_No,Product_No,TE_Code,Approval_Date,RLD,RS,Type,Applicant_Full_Name,Dosage_Form,Route_Of_Administration,Approved_Prior_To_1982,Approval_Date_ISO,AB_Family,RLD_Trade_Name,RLD_Appl_No,RLD_Product_No,RLD_TE_Code,Patent_Count,Patent_Numbers,Patent_Expiry,Patent_Use_Codes,Exclusivity_Count,Exclusivity_Codes,Exclusivity_Dates,TE_Eligible,Alternative_Drug,Alternative_Trade_Name,Alternative_TE_Code,TE_Decision
DOXYCYCLINE HYCLATE,TABLET;ORAL,DOXYCYCLINE HYCLATE,ALEMBIC,EQ 150MG BASE,A,211744,2,AB,"Jun 30, 2020",False,False,RX,ALEMBIC PHARMACEUTICALS LTD,TABLET,ORAL,False,2020-06-30,True,ACTICLATE,205931,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DOXYCYCLINE HYCLATE,TABLET;ORAL,DOXYCYCLINE HYCLATE,DR REDDYS LABS SA,EQ 150MG BASE,A,208765,2,AB,"Jun 14, 2017",False,False,RX,DR REDDYS LABORATORIES SA,TABLET,ORAL,False,2017-06-14,True,ACTICLATE,205931,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DOXYCYCLINE HYCLATE,TABLET;ORAL,DOXYCYCLINE HYCLATE,EPIC PHARMA LLC,EQ 150MG BASE,A,214207,2,AB,"Dec 16, 2020",False,False,RX,EPIC PHARMA LLC,TABLET,ORAL,False,2020-12-16,True,ACTICLATE,205931,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DOXYCYCLINE HYCLATE,TABLET;ORAL,DOXYCYCLINE HYCLATE,LUPIN,EQ 150MG BASE,A,208818,2,AB,"Sep 27, 2017",False,False,RX,LUPIN LTD,TABLET,ORAL,False,2017-09-27,True,ACTICLATE,205931,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
ESTRADIOL; NORETHINDRONE ACETATE,TABLET;ORAL,ESTRADIOL AND NORETHINDRONE ACETATE,BARR,1MG;0.5MG,A,79193,1,AB,"May 11, 2010",False,False,RX,BARR LABORATORIES INC,TABLET,ORAL,False,2010-05-11,True,ACTIVELLA,20907,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
ESTRADIOL; NORETHINDRONE ACETATE,TABLET;ORAL,ESTRADIOL AND NORETHINDRONE ACETATE,BRECKENRIDGE PHARM,1MG;0.5MG,A,78324,1,AB,"Apr 17, 2008",False,False,RX,BRECKENRIDGE PHARMACEUTICAL INC,TABLET,ORAL,False,2008-04-17,True,ACTIVELLA,20907,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
ESTRADIOL; NORETHINDRONE ACETATE,TABLET;ORAL,ESTRADIOL AND NORETHINDRONE ACETATE,NAARI PTE,1MG;0.5MG,A,210233,1,AB,"Feb 28, 2018",False,False,RX,NAARI PTE LTD,TABLET,ORAL,False,2018-02-28,True,ACTIVELLA,20907,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
ESTRADIOL; NORETHINDRONE ACETATE,TABLET;ORAL,ESTRADIOL AND NORETHINDRONE ACETATE,NOVAST LABS,1MG;0.5MG,A,210612,2,AB,"Apr 3, 2019",False,False,RX,NOVAST LABORATORIES LTD,TABLET,ORAL,False,2019-04-03,True,ACTIVELLA,20907,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
ESTRADIOL; NORETHINDRONE ACETATE,TABLET;ORAL,ESTRADIOL AND NORETHINDRONE ACETATE,XIROMED,1MG;0.5MG,A,207261,2,AB,"Feb 10, 2017",False,False,RX,XIROMED LLC,TABLET,ORAL,False,2017-02-10,True,ACTIVELLA,20907,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,AUROBINDO PHARMA LTD,5MG,A,200296,1,AB,"Nov 30, 2015",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2015-11-30,True,ACTONEL,20835,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,MACLEODS PHARMS LTD,5MG,A,203533,1,AB,"Dec 9, 2015",False,False,RX,MACLEODS PHARMACEUTICALS LTD,TABLET,ORAL,False,2015-12-09,True,ACTONEL,20835,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,SUN PHARM,5MG,A,90886,1,AB,"Nov 30, 2015",False,False,RX,SUN PHARMACEUTICAL INDUSTRIES LTD,TABLET,ORAL,False,2015-11-30,True,ACTONEL,20835,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,TEVA PHARMS USA,5MG,A,77132,1,AB,"Oct 5, 2007",False,False,RX,TEVA PHARMACEUTICALS USA,TABLET,ORAL,False,2007-10-05,True,ACTONEL,20835,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,AUROBINDO PHARMA LTD,30MG,A,200296,2,AB,"Nov 30, 2015",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2015-11-30,True,ACTONEL,20835,1,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,MACLEODS PHARMS LTD,30MG,A,203533,2,AB,"Dec 9, 2015",False,False,RX,MACLEODS PHARMACEUTICALS LTD,TABLET,ORAL,False,2015-12-09,True,ACTONEL,20835,1,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,ORBION PHARMS,30MG,A,205280,1,AB,"May 13, 2019",False,False,RX,ORBION PHARMACEUTICALS PRIVATE LTD,TABLET,ORAL,False,2019-05-13,True,ACTONEL,20835,1,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,SUN PHARM,30MG,A,90886,2,AB,"Nov 30, 2015",False,False,RX,SUN PHARMACEUTICAL INDUSTRIES LTD,TABLET,ORAL,False,2015-11-30,True,ACTONEL,20835,1,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,TEVA PHARMS USA,30MG,A,77132,2,AB,"Oct 5, 2007",False,False,RX,TEVA PHARMACEUTICALS USA,TABLET,ORAL,False,2007-10-05,True,ACTONEL,20835,1,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,APOTEX,35MG,A,90877,1,AB,"Nov 30, 2015",False,False,RX,APOTEX INC,TABLET,ORAL,False,2015-11-30,True,ACTONEL,20835,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,AUROBINDO PHARMA LTD,35MG,A,200296,3,AB,"Nov 30, 2015",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2015-11-30,True,ACTONEL,20835,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,MACLEODS PHARMS LTD,35MG,A,203533,3,AB,"Nov 29, 2016",False,False,RX,MACLEODS PHARMACEUTICALS LTD,TABLET,ORAL,False,2016-11-29,True,ACTONEL,20835,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,ORBION PHARMS,35MG,A,205280,2,AB,"May 13, 2019",False,False,RX,ORBION PHARMACEUTICALS PRIVATE LTD,TABLET,ORAL,False,2019-05-13,True,ACTONEL,20835,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,SUN PHARM,35MG,A,90886,3,AB,"Nov 30, 2015",False,False,RX,SUN PHARMACEUTICAL INDUSTRIES LTD,TABLET,ORAL,False,2015-11-30,True,ACTONEL,20835,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,TEVA PHARMS USA,35MG,A,77132,3,AB,"Oct 5, 2007",False,False,RX,TEVA PHARMACEUTICALS USA,TABLET,ORAL,False,2007-10-05,True,ACTONEL,20835,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,APOTEX,150MG,A,90877,3,AB,"Jun 10, 2014",False,False,RX,APOTEX INC,TABLET,ORAL,False,2014-06-10,True,ACTONEL,20835,5,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,AUROBINDO PHARMA,150MG,A,206768,1,AB,"Oct 21, 2016",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2016-10-21,True,ACTONEL,20835,5,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,SUN PHARM,150MG,A,90886,5,AB,"Jun 10, 2014",False,False,RX,SUN PHARMACEUTICAL INDUSTRIES LTD,TABLET,ORAL,False,2014-06-10,True,ACTONEL,20835,5,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,TEVA PHARMS USA,150MG,A,79215,1,AB,"Jun 13, 2014",False,False,RX,TEVA PHARMACEUTICALS USA,TABLET,ORAL,False,2014-06-13,True,ACTONEL,20835,5,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
METFORMIN HYDROCHLORIDE; PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE AND METFORMIN HYDROCHLORIDE,AUROBINDO PHARMA LTD,850MG;EQ 15MG BASE,A,200823,2,AB,"Feb 13, 2013",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2013-02-13,True,ACTOPLUS MET,21842,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
METFORMIN HYDROCHLORIDE; PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE AND METFORMIN HYDROCHLORIDE,MACLEODS PHARMS LTD,850MG;EQ 15MG BASE,A,204802,2,AB,"Nov 5, 2015",False,False,RX,MACLEODS PHARMACEUTICALS LTD,TABLET,ORAL,False,2015-11-05,True,ACTOPLUS MET,21842,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
METFORMIN HYDROCHLORIDE; PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE AND METFORMIN HYDROCHLORIDE,TEVA PHARMS USA,850MG;EQ 15MG BASE,A,91155,2,AB,"Mar 10, 2014",False,False,RX,TEVA PHARMACEUTICALS USA,TABLET,ORAL,False,2014-03-10,True,ACTOPLUS MET,21842,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
METFORMIN HYDROCHLORIDE; PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE AND METFORMIN HYDROCHLORIDE,TORRENT PHARMS LTD,850MG;EQ 15MG BASE,A,202001,2,AB,"Feb 13, 2013",False,False,RX,TORRENT PHARMACEUTICALS LTD,TABLET,ORAL,False,2013-02-13,True,ACTOPLUS MET,21842,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,ACCORD HLTHCARE,EQ 15MG BASE,A,200044,1,AB,"Feb 13, 2013",False,False,RX,ACCORD HEALTHCARE INC,TABLET,ORAL,False,2013-02-13,True,ACTOS,21073,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,AIPING PHARM INC,EQ 15MG BASE,A,78670,1,AB,"Feb 13, 2013",False,False,RX,AIPING PHARMACEUTICAL INC,TABLET,ORAL,False,2013-02-13,True,ACTOS,21073,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,ANNORA PHARMA,EQ 15MG BASE,A,204133,1,AB,"Apr 7, 2014",False,False,RX,ANNORA PHARMA PRIVATE LTD,TABLET,ORAL,False,2014-04-07,True,ACTOS,21073,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,AUROBINDO PHARMA LTD,EQ 15MG BASE,A,200268,1,AB,"Feb 13, 2013",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2013-02-13,True,ACTOS,21073,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,CHARTWELL RX,EQ 15MG BASE,A,76798,1,AB,"Oct 26, 2012",False,False,RX,CHARTWELL RX SCIENCES LLC,TABLET,ORAL,False,2012-10-26,True,ACTOS,21073,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,COREPHARMA,EQ 15MG BASE,A,210165,1,AB,"Jan 22, 2021",False,False,RX,COREPHARMA LLC,TABLET,ORAL,False,2021-01-22,True,ACTOS,21073,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,MACLEODS PHARMS LTD,EQ 15MG BASE,A,202467,1,AB,"Feb 6, 2013",False,False,RX,MACLEODS PHARMACEUTICALS LTD,TABLET,ORAL,False,2013-02-06,True,ACTOS,21073,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,PRINSTON INC,EQ 15MG BASE,A,207806,1,AB,"Apr 17, 2018",False,False,RX,PRINSTON PHARMACEUTICAL INC,TABLET,ORAL,False,2018-04-17,True,ACTOS,21073,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,PURACAP PHARM LLC,EQ 15MG BASE,A,206738,1,AB,"Oct 6, 2017",False,False,RX,PURACAP PHARMACEUTICAL LLC,TABLET,ORAL,False,2017-10-06,True,ACTOS,21073,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,TEVA PHARMS USA,EQ 15MG BASE,A,77210,1,AB,"Jan 10, 2014",False,False,RX,TEVA PHARMACEUTICALS USA,TABLET,ORAL,False,2014-01-10,True,ACTOS,21073,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,ZYDUS PHARMS USA INC,EQ 15MG BASE,A,202456,1,AB,"Feb 13, 2013",False,False,RX,ZYDUS PHARMACEUTICALS USA INC,TABLET,ORAL,False,2013-02-13,True,ACTOS,21073,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,ACCORD HLTHCARE,EQ 30MG BASE,A,200044,2,AB,"Feb 13, 2013",False,False,RX,ACCORD HEALTHCARE INC,TABLET,ORAL,False,2013-02-13,True,ACTOS,21073,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,AIPING PHARM INC,EQ 30MG BASE,A,78670,2,AB,"Feb 13, 2013",False,False,RX,AIPING PHARMACEUTICAL INC,TABLET,ORAL,False,2013-02-13,True,ACTOS,21073,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,ANNORA PHARMA,EQ 30MG BASE,A,204133,2,AB,"Apr 7, 2014",False,False,RX,ANNORA PHARMA PRIVATE LTD,TABLET,ORAL,False,2014-04-07,True,ACTOS,21073,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,AUROBINDO PHARMA LTD,EQ 30MG BASE,A,200268,2,AB,"Feb 13, 2013",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2013-02-13,True,ACTOS,21073,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,CHARTWELL RX,EQ 30MG BASE,A,76798,2,AB,"Oct 26, 2012",False,False,RX,CHARTWELL RX SCIENCES LLC,TABLET,ORAL,False,2012-10-26,True,ACTOS,21073,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,COREPHARMA,EQ 30MG BASE,A,210165,2,AB,"Jan 22, 2021",False,False,RX,COREPHARMA LLC,TABLET,ORAL,False,2021-01-22,True,ACTOS,21073,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,MACLEODS PHARMS LTD,EQ 30MG BASE,A,202467,2,AB,"Feb 6, 2013",False,False,RX,MACLEODS PHARMACEUTICALS LTD,TABLET,ORAL,False,2013-02-06,True,ACTOS,21073,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,PRINSTON INC,EQ 30MG BASE,A,207806,2,AB,"Apr 17, 2018",False,False,RX,PRINSTON PHARMACEUTICAL INC,TABLET,ORAL,False,2018-04-17,True,ACTOS,21073,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,PURACAP PHARM LLC,EQ 30MG BASE,A,206738,2,AB,"Oct 6, 2017",False,False,RX,PURACAP PHARMACEUTICAL LLC,TABLET,ORAL,False,2017-10-06,True,ACTOS,21073,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,TEVA PHARMS USA,EQ 30MG BASE,A,77210,2,AB,"Jan 10, 2014",False,False,RX,TEVA PHARMACEUTICALS USA,TABLET,ORAL,False,2014-01-10,True,ACTOS,21073,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,ZYDUS PHARMS USA INC,EQ 30MG BASE,A,202456,2,AB,"Feb 13, 2013",False,False,RX,ZYDUS PHARMACEUTICALS USA INC,TABLET,ORAL,False,2013-02-13,True,ACTOS,21073,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,ACCORD HLTHCARE,EQ 45MG BASE,A,200044,3,AB,"Feb 13, 2013",False,False,RX,ACCORD HEALTHCARE INC,TABLET,ORAL,False,2013-02-13,True,ACTOS,21073,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,AIPING PHARM INC,EQ 45MG BASE,A,78670,3,AB,"Feb 13, 2013",False,False,RX,AIPING PHARMACEUTICAL INC,TABLET,ORAL,False,2013-02-13,True,ACTOS,21073,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,ANNORA PHARMA,EQ 45MG BASE,A,204133,3,AB,"Apr 7, 2014",False,False,RX,ANNORA PHARMA PRIVATE LTD,TABLET,ORAL,False,2014-04-07,True,ACTOS,21073,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,AUROBINDO PHARMA LTD,EQ 45MG BASE,A,200268,3,AB,"Feb 13, 2013",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2013-02-13,True,ACTOS,21073,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,CHARTWELL RX,EQ 45MG BASE,A,76798,3,AB,"Oct 26, 2012",False,False,RX,CHARTWELL RX SCIENCES LLC,TABLET,ORAL,False,2012-10-26,True,ACTOS,21073,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,COREPHARMA,EQ 45MG BASE,A,210165,3,AB,"Jan 22, 2021",False,False,RX,COREPHARMA LLC,TABLET,ORAL,False,2021-01-22,True,ACTOS,21073,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,MACLEODS PHARMS LTD,EQ 45MG BASE,A,202467,3,AB,"Feb 6, 2013",False,False,RX,MACLEODS PHARMACEUTICALS LTD,TABLET,ORAL,False,2013-02-06,True,ACTOS,21073,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,PRINSTON INC,EQ 45MG BASE,A,207806,3,AB,"Apr 17, 2018",False,False,RX,PRINSTON PHARMACEUTICAL INC,TABLET,ORAL,False,2018-04-17,True,ACTOS,21073,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,PURACAP PHARM LLC,EQ 45MG BASE,A,206738,3,AB,"Oct 6, 2017",False,False,RX,PURACAP PHARMACEUTICAL LLC,TABLET,ORAL,False,2017-10-06,True,ACTOS,21073,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,TEVA PHARMS USA,EQ 45MG BASE,A,77210,3,AB,"Jan 10, 2014",False,False,RX,TEVA PHARMACEUTICALS USA,TABLET,ORAL,False,2014-01-10,True,ACTOS,21073,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,ZYDUS PHARMS USA INC,EQ 45MG BASE,A,202456,3,AB,"Feb 13, 2013",False,False,RX,ZYDUS PHARMACEUTICALS USA INC,TABLET,ORAL,False,2013-02-13,True,ACTOS,21073,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
TADALAFIL,TABLET;ORAL,ALYQ,TEVA PHARMS INC,20MG,A,216932,1,AB2,"Oct 12, 2022",False,False,RX,TEVA PHARMACEUTICALS INC,TABLET,ORAL,False,2022-10-12,True,ADCIRCA,22332,1,AB2,0.0,,,,0.0,,,True,TADALAFIL,TADALAFIL,AB1,TE-EQUIVALENT ALTERNATIVE
TADALAFIL,TABLET;ORAL,ALYQ,TEVA PHARMS INC,20MG,A,216932,1,AB2,"Oct 12, 2022",False,False,RX,TEVA PHARMACEUTICALS INC,TABLET,ORAL,False,2022-10-12,True,CIALIS,21368,3,AB1,0.0,,,,0.0,,,True,TADALAFIL,TADALAFIL,AB1,TE-EQUIVALENT ALTERNATIVE
TADALAFIL,TABLET;ORAL,ALYQ,TEVA PHARMS USA,20MG,A,209942,1,AB2,"Feb 5, 2019",False,False,RX,TEVA PHARMACEUTICALS USA INC,TABLET,ORAL,False,2019-02-05,True,ADCIRCA,22332,1,AB2,0.0,,,,0.0,,,True,TADALAFIL,TADALAFIL,AB1,TE-EQUIVALENT ALTERNATIVE
TADALAFIL,TABLET;ORAL,ALYQ,TEVA PHARMS USA,20MG,A,209942,1,AB2,"Feb 5, 2019",False,False,RX,TEVA PHARMACEUTICALS USA INC,TABLET,ORAL,False,2019-02-05,True,CIALIS,21368,3,AB1,0.0,,,,0.0,,,True,TADALAFIL,TADALAFIL,AB1,TE-EQUIVALENT ALTERNATIVE
TADALAFIL,TABLET;ORAL,TADALAFIL,ACCORD HLTHCARE,20MG,A,209167,4,AB1,"Mar 26, 2019",False,False,RX,ACCORD HEALTHCARE INC,TABLET,ORAL,False,2019-03-26,True,ADCIRCA,22332,1,AB2,0.0,,,,0.0,,,True,TADALAFIL,ALYQ,AB2,TE-EQUIVALENT ALTERNATIVE
TADALAFIL,TABLET;ORAL,TADALAFIL,ACCORD HLTHCARE,20MG,A,209167,4,AB1,"Mar 26, 2019",False,False,RX,ACCORD HEALTHCARE INC,TABLET,ORAL,False,2019-03-26,True,CIALIS,21368,3,AB1,0.0,,,,0.0,,,True,TADALAFIL,ALYQ,AB2,TE-EQUIVALENT ALTERNATIVE
TADALAFIL,TABLET;ORAL,TADALAFIL,AJANTA PHARMA LTD,20MG,A,209654,4,AB1,"Mar 26, 2019",False,False,RX,AJANTA PHARMA LTD,TABLET,ORAL,False,2019-03-26,True,ADCIRCA,22332,1,AB2,0.0,,,,0.0,,,True,TADALAFIL,ALYQ,AB2,TE-EQUIVALENT ALTERNATIVE
TADALAFIL,TABLET;ORAL,TADALAFIL,AJANTA PHARMA LTD,20MG,A,209654,4,AB1,"Mar 26, 2019",False,False,RX,AJANTA PHARMA LTD,TABLET,ORAL,False,2019-03-26,True,CIALIS,21368,3,AB1,0.0,,,,0.0,,,True,TADALAFIL,ALYQ,AB2,TE-EQUIVALENT ALTERNATIVE
