Ingredient,DF;Route,Trade_Name,Applicant,Strength,Appl_Type,Appl_No,Product_No,TE_Code,Approval_Date,RLD,RS,Type,Applicant_Full_Name,Dosage_Form,Route_Of_Administration,Approved_Prior_To_1982,Approval_Date_ISO,AB_Family,RLD_Trade_Name,RLD_Appl_No,RLD_Product_No,RLD_TE_Code,Patent_Count,Patent_Numbers,Patent_Expiry,Patent_Use_Codes,Exclusivity_Count,Exclusivity_Codes,Exclusivity_Dates
ABIRATERONE ACETATE,TABLET;ORAL,ABIRATERONE ACETATE,GLENMARK SPECLT,250MG,A,209227,001,AB,"Oct 16, 2019",False,False,RX,GLENMARK SPECIALTY SA,TABLET,ORAL,False,2019-10-16,True,ZYTIGA,202379,001,AB,0.0,,,,0.0,,
ABIRATERONE ACETATE,TABLET;ORAL,ABIRATERONE ACETATE,HIKMA,250MG,A,208339,001,AB,"Oct 31, 2018",False,False,RX,HIKMA PHARMACEUTICALS LLC,TABLET,ORAL,False,2018-10-31,True,ZYTIGA,202379,001,AB,0.0,,,,0.0,,
ABIRATERONE ACETATE,TABLET;ORAL,ABIRATERONE ACETATE,MSN,250MG,A,210686,001,AB,"Jul 10, 2019",False,False,RX,MSN LABORATORIES PRIVATE LTD,TABLET,ORAL,False,2019-07-10,True,ZYTIGA,202379,001,AB,0.0,,,,0.0,,
ABIRATERONE ACETATE,TABLET;ORAL,ABIRATERONE ACETATE,MYLAN,250MG,A,208446,001,AB,"Oct 31, 2018",False,False,RX,MYLAN PHARMACEUTICALS INC,TABLET,ORAL,False,2018-10-31,True,ZYTIGA,202379,001,AB,0.0,,,,0.0,,
ABIRATERONE ACETATE,TABLET;ORAL,ABIRATERONE ACETATE,NOVUGEN,250MG,A,215947,001,AB,"Jan 5, 2022",False,False,RX,NOVUGEN ONCOLOGY SDN BHD,TABLET,ORAL,False,2022-01-05,True,ZYTIGA,202379,001,AB,0.0,,,,0.0,,
ABIRATERONE ACETATE,TABLET;ORAL,ABIRATERONE ACETATE,QILU,250MG,A,212462,001,AB,"Sep 27, 2019",False,False,RX,QILU PHARMACEUTICAL CO LTD,TABLET,ORAL,False,2019-09-27,True,ZYTIGA,202379,001,AB,0.0,,,,0.0,,
ABIRATERONE ACETATE,TABLET;ORAL,ABIRATERONE ACETATE,RISING,250MG,A,208371,001,AB,"Feb 25, 2019",False,False,RX,RISING PHARMA HOLDINGS INC,TABLET,ORAL,False,2019-02-25,True,ZYTIGA,202379,001,AB,0.0,,,,0.0,,
ABIRATERONE ACETATE,TABLET;ORAL,ABIRATERONE ACETATE,WOCKHARDT BIO AG,250MG,A,208380,001,AB,"Feb 27, 2019",False,False,RX,WOCKHARDT BIO AG,TABLET,ORAL,False,2019-02-27,True,ZYTIGA,202379,001,AB,0.0,,,,0.0,,
ABIRATERONE ACETATE,TABLET;ORAL,ABIRATERONE ACETATE,AMNEAL PHARMS,500MG,A,208327,002,AB,"Dec 23, 2020",False,False,RX,AMNEAL PHARMACEUTICALS OF NEW YORK LLC,TABLET,ORAL,False,2020-12-23,True,ZYTIGA,202379,002,AB,0.0,,,,0.0,,
ABIRATERONE ACETATE,TABLET;ORAL,ABIRATERONE ACETATE,DR REDDYS,500MG,A,208416,002,AB,"Sep 1, 2023",False,False,RX,DR REDDYS LABORATORIES LTD,TABLET,ORAL,False,2023-09-01,True,ZYTIGA,202379,002,AB,0.0,,,,0.0,,
ABIRATERONE ACETATE,TABLET;ORAL,ABIRATERONE ACETATE,FLORIDA,500MG,A,215086,001,AB,"Mar 23, 2023",False,False,RX,FLORIDA PHARMACEUTICAL PRODUCTS LLC,TABLET,ORAL,False,2023-03-23,True,ZYTIGA,202379,002,AB,0.0,,,,0.0,,
ABIRATERONE ACETATE,TABLET;ORAL,ABIRATERONE ACETATE,GLENMARK SPECLT,500MG,A,209227,002,AB,"May 19, 2022",False,False,RX,GLENMARK SPECIALTY SA,TABLET,ORAL,False,2022-05-19,True,ZYTIGA,202379,002,AB,0.0,,,,0.0,,
ABIRATERONE ACETATE,TABLET;ORAL,ABIRATERONE ACETATE,MSN,500MG,A,210686,002,AB,"Apr 24, 2024",False,False,RX,MSN LABORATORIES PRIVATE LTD,TABLET,ORAL,False,2024-04-24,True,ZYTIGA,202379,002,AB,0.0,,,,0.0,,
ABIRATERONE ACETATE,TABLET;ORAL,ABIRATERONE ACETATE,MYLAN,500MG,A,208446,002,AB,"Dec 14, 2020",False,False,RX,MYLAN PHARMACEUTICALS INC,TABLET,ORAL,False,2020-12-14,True,ZYTIGA,202379,002,AB,0.0,,,,0.0,,
ABIRATERONE ACETATE,TABLET;ORAL,ABIRATERONE ACETATE,NOVUGEN,500MG,A,215947,002,AB,"Jan 5, 2022",False,False,RX,NOVUGEN ONCOLOGY SDN BHD,TABLET,ORAL,False,2022-01-05,True,ZYTIGA,202379,002,AB,0.0,,,,0.0,,
ABIRATERONE ACETATE,TABLET;ORAL,ABIRATERONE ACETATE,QILU,500MG,A,212462,002,AB,"Jun 25, 2021",False,False,RX,QILU PHARMACEUTICAL CO LTD,TABLET,ORAL,False,2021-06-25,True,ZYTIGA,202379,002,AB,0.0,,,,0.0,,
ZAFIRLUKAST,TABLET;ORAL,ZAFIRLUKAST,ANNORA PHARMA,10MG,A,212475,001,AB,"Sep 10, 2020",False,False,RX,ANNORA PHARMA PRIVATE LTD,TABLET,ORAL,False,2020-09-10,True,ACCOLATE,020547,003,AB,0.0,,,,0.0,,
ZAFIRLUKAST,TABLET;ORAL,ZAFIRLUKAST,AUROBINDO PHARMA,10MG,A,213163,001,AB,"Nov 27, 2023",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2023-11-27,True,ACCOLATE,020547,003,AB,0.0,,,,0.0,,
ZAFIRLUKAST,TABLET;ORAL,ZAFIRLUKAST,DR REDDYS LABS LTD,10MG,A,090372,001,AB,"Nov 18, 2010",False,False,RX,DR REDDYS LABORATORIES LTD,TABLET,ORAL,False,2010-11-18,True,ACCOLATE,020547,003,AB,0.0,,,,0.0,,
ZAFIRLUKAST,TABLET;ORAL,ZAFIRLUKAST,RISING PHARMS,10MG,A,204928,001,AB,"Aug 25, 2022",False,False,RX,RISING PHARMACEUTICALS INC,TABLET,ORAL,False,2022-08-25,True,ACCOLATE,020547,003,AB,0.0,,,,0.0,,
ZAFIRLUKAST,TABLET;ORAL,ZAFIRLUKAST,ANNORA PHARMA,20MG,A,212475,002,AB,"Sep 10, 2020",False,False,RX,ANNORA PHARMA PRIVATE LTD,TABLET,ORAL,False,2020-09-10,True,ACCOLATE,020547,001,AB,0.0,,,,0.0,,
ZAFIRLUKAST,TABLET;ORAL,ZAFIRLUKAST,AUROBINDO PHARMA,20MG,A,213163,002,AB,"Nov 27, 2023",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2023-11-27,True,ACCOLATE,020547,001,AB,0.0,,,,0.0,,
ZAFIRLUKAST,TABLET;ORAL,ZAFIRLUKAST,DR REDDYS LABS LTD,20MG,A,090372,002,AB,"Nov 18, 2010",False,False,RX,DR REDDYS LABORATORIES LTD,TABLET,ORAL,False,2010-11-18,True,ACCOLATE,020547,001,AB,0.0,,,,0.0,,
ZAFIRLUKAST,TABLET;ORAL,ZAFIRLUKAST,RISING PHARMS,20MG,A,204928,002,AB,"Aug 25, 2022",False,False,RX,RISING PHARMACEUTICALS INC,TABLET,ORAL,False,2022-08-25,True,ACCOLATE,020547,001,AB,0.0,,,,0.0,,
DOXYCYCLINE HYCLATE,TABLET;ORAL,DOXYCYCLINE HYCLATE,AJANTA PHARMA LTD,EQ 75MG BASE,A,211584,001,AB,"Jun 1, 2020",False,False,RX,AJANTA PHARMA LTD,TABLET,ORAL,False,2020-06-01,True,ACTICLATE,205931,001,AB,0.0,,,,0.0,,
DOXYCYCLINE HYCLATE,TABLET;ORAL,DOXYCYCLINE HYCLATE,ALEMBIC,EQ 75MG BASE,A,211744,001,AB,"Jun 30, 2020",False,False,RX,ALEMBIC PHARMACEUTICALS LTD,TABLET,ORAL,False,2020-06-30,True,ACTICLATE,205931,001,AB,0.0,,,,0.0,,
DOXYCYCLINE HYCLATE,TABLET;ORAL,DOXYCYCLINE HYCLATE,DR REDDYS LABS SA,EQ 75MG BASE,A,208765,001,AB,"Jun 14, 2017",False,False,RX,DR REDDYS LABORATORIES SA,TABLET,ORAL,False,2017-06-14,True,ACTICLATE,205931,001,AB,0.0,,,,0.0,,
DOXYCYCLINE HYCLATE,TABLET;ORAL,DOXYCYCLINE HYCLATE,EPIC PHARMA LLC,EQ 75MG BASE,A,214207,001,AB,"Dec 16, 2020",False,False,RX,EPIC PHARMA LLC,TABLET,ORAL,False,2020-12-16,True,ACTICLATE,205931,001,AB,0.0,,,,0.0,,
DOXYCYCLINE HYCLATE,TABLET;ORAL,DOXYCYCLINE HYCLATE,LUPIN,EQ 75MG BASE,A,208818,001,AB,"Sep 27, 2017",False,False,RX,LUPIN LTD,TABLET,ORAL,False,2017-09-27,True,ACTICLATE,205931,001,AB,0.0,,,,0.0,,
DOXYCYCLINE HYCLATE,TABLET;ORAL,DOXYCYCLINE HYCLATE,AJANTA PHARMA LTD,EQ 150MG BASE,A,211584,002,AB,"Jun 1, 2020",False,False,RX,AJANTA PHARMA LTD,TABLET,ORAL,False,2020-06-01,True,ACTICLATE,205931,002,AB,0.0,,,,0.0,,
DOXYCYCLINE HYCLATE,TABLET;ORAL,DOXYCYCLINE HYCLATE,ALEMBIC,EQ 150MG BASE,A,211744,002,AB,"Jun 30, 2020",False,False,RX,ALEMBIC PHARMACEUTICALS LTD,TABLET,ORAL,False,2020-06-30,True,ACTICLATE,205931,002,AB,0.0,,,,0.0,,
DOXYCYCLINE HYCLATE,TABLET;ORAL,DOXYCYCLINE HYCLATE,DR REDDYS LABS SA,EQ 150MG BASE,A,208765,002,AB,"Jun 14, 2017",False,False,RX,DR REDDYS LABORATORIES SA,TABLET,ORAL,False,2017-06-14,True,ACTICLATE,205931,002,AB,0.0,,,,0.0,,
DOXYCYCLINE HYCLATE,TABLET;ORAL,DOXYCYCLINE HYCLATE,EPIC PHARMA LLC,EQ 150MG BASE,A,214207,002,AB,"Dec 16, 2020",False,False,RX,EPIC PHARMA LLC,TABLET,ORAL,False,2020-12-16,True,ACTICLATE,205931,002,AB,0.0,,,,0.0,,
DOXYCYCLINE HYCLATE,TABLET;ORAL,DOXYCYCLINE HYCLATE,LUPIN,EQ 150MG BASE,A,208818,002,AB,"Sep 27, 2017",False,False,RX,LUPIN LTD,TABLET,ORAL,False,2017-09-27,True,ACTICLATE,205931,002,AB,0.0,,,,0.0,,
ESTRADIOL; NORETHINDRONE ACETATE,TABLET;ORAL,ESTRADIOL AND NORETHINDRONE ACETATE,BARR,1MG;0.5MG,A,079193,001,AB,"May 11, 2010",False,False,RX,BARR LABORATORIES INC,TABLET,ORAL,False,2010-05-11,True,ACTIVELLA,020907,001,AB,0.0,,,,0.0,,
ESTRADIOL; NORETHINDRONE ACETATE,TABLET;ORAL,ESTRADIOL AND NORETHINDRONE ACETATE,BRECKENRIDGE PHARM,1MG;0.5MG,A,078324,001,AB,"Apr 17, 2008",False,False,RX,BRECKENRIDGE PHARMACEUTICAL INC,TABLET,ORAL,False,2008-04-17,True,ACTIVELLA,020907,001,AB,0.0,,,,0.0,,
ESTRADIOL; NORETHINDRONE ACETATE,TABLET;ORAL,ESTRADIOL AND NORETHINDRONE ACETATE,NAARI PTE,1MG;0.5MG,A,210233,001,AB,"Feb 28, 2018",False,False,RX,NAARI PTE LTD,TABLET,ORAL,False,2018-02-28,True,ACTIVELLA,020907,001,AB,0.0,,,,0.0,,
ESTRADIOL; NORETHINDRONE ACETATE,TABLET;ORAL,ESTRADIOL AND NORETHINDRONE ACETATE,NOVAST LABS,1MG;0.5MG,A,210612,002,AB,"Apr 3, 2019",False,False,RX,NOVAST LABORATORIES LTD,TABLET,ORAL,False,2019-04-03,True,ACTIVELLA,020907,001,AB,0.0,,,,0.0,,
ESTRADIOL; NORETHINDRONE ACETATE,TABLET;ORAL,ESTRADIOL AND NORETHINDRONE ACETATE,XIROMED,1MG;0.5MG,A,207261,002,AB,"Feb 10, 2017",False,False,RX,XIROMED LLC,TABLET,ORAL,False,2017-02-10,True,ACTIVELLA,020907,001,AB,0.0,,,,0.0,,
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,AUROBINDO PHARMA LTD,5MG,A,200296,001,AB,"Nov 30, 2015",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2015-11-30,True,ACTONEL,020835,002,,0.0,,,,0.0,,
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,MACLEODS PHARMS LTD,5MG,A,203533,001,AB,"Dec 9, 2015",False,False,RX,MACLEODS PHARMACEUTICALS LTD,TABLET,ORAL,False,2015-12-09,True,ACTONEL,020835,002,,0.0,,,,0.0,,
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,SUN PHARM,5MG,A,090886,001,AB,"Nov 30, 2015",False,False,RX,SUN PHARMACEUTICAL INDUSTRIES LTD,TABLET,ORAL,False,2015-11-30,True,ACTONEL,020835,002,,0.0,,,,0.0,,
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,TEVA PHARMS USA,5MG,A,077132,001,AB,"Oct 5, 2007",False,False,RX,TEVA PHARMACEUTICALS USA,TABLET,ORAL,False,2007-10-05,True,ACTONEL,020835,002,,0.0,,,,0.0,,
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,AUROBINDO PHARMA LTD,30MG,A,200296,002,AB,"Nov 30, 2015",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2015-11-30,True,ACTONEL,020835,001,,0.0,,,,0.0,,
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,MACLEODS PHARMS LTD,30MG,A,203533,002,AB,"Dec 9, 2015",False,False,RX,MACLEODS PHARMACEUTICALS LTD,TABLET,ORAL,False,2015-12-09,True,ACTONEL,020835,001,,0.0,,,,0.0,,
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,ORBION PHARMS,30MG,A,205280,001,AB,"May 13, 2019",False,False,RX,ORBION PHARMACEUTICALS PRIVATE LTD,TABLET,ORAL,False,2019-05-13,True,ACTONEL,020835,001,,0.0,,,,0.0,,
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,SUN PHARM,30MG,A,090886,002,AB,"Nov 30, 2015",False,False,RX,SUN PHARMACEUTICAL INDUSTRIES LTD,TABLET,ORAL,False,2015-11-30,True,ACTONEL,020835,001,,0.0,,,,0.0,,
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,TEVA PHARMS USA,30MG,A,077132,002,AB,"Oct 5, 2007",False,False,RX,TEVA PHARMACEUTICALS USA,TABLET,ORAL,False,2007-10-05,True,ACTONEL,020835,001,,0.0,,,,0.0,,
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,APOTEX,35MG,A,090877,001,AB,"Nov 30, 2015",False,False,RX,APOTEX INC,TABLET,ORAL,False,2015-11-30,True,ACTONEL,020835,003,AB,0.0,,,,0.0,,
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,AUROBINDO PHARMA LTD,35MG,A,200296,003,AB,"Nov 30, 2015",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2015-11-30,True,ACTONEL,020835,003,AB,0.0,,,,0.0,,
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,MACLEODS PHARMS LTD,35MG,A,203533,003,AB,"Nov 29, 2016",False,False,RX,MACLEODS PHARMACEUTICALS LTD,TABLET,ORAL,False,2016-11-29,True,ACTONEL,020835,003,AB,0.0,,,,0.0,,
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,ORBION PHARMS,35MG,A,205280,002,AB,"May 13, 2019",False,False,RX,ORBION PHARMACEUTICALS PRIVATE LTD,TABLET,ORAL,False,2019-05-13,True,ACTONEL,020835,003,AB,0.0,,,,0.0,,
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,SUN PHARM,35MG,A,090886,003,AB,"Nov 30, 2015",False,False,RX,SUN PHARMACEUTICAL INDUSTRIES LTD,TABLET,ORAL,False,2015-11-30,True,ACTONEL,020835,003,AB,0.0,,,,0.0,,
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,TEVA PHARMS USA,35MG,A,077132,003,AB,"Oct 5, 2007",False,False,RX,TEVA PHARMACEUTICALS USA,TABLET,ORAL,False,2007-10-05,True,ACTONEL,020835,003,AB,0.0,,,,0.0,,
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,APOTEX,150MG,A,090877,003,AB,"Jun 10, 2014",False,False,RX,APOTEX INC,TABLET,ORAL,False,2014-06-10,True,ACTONEL,020835,005,AB,0.0,,,,0.0,,
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,AUROBINDO PHARMA,150MG,A,206768,001,AB,"Oct 21, 2016",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2016-10-21,True,ACTONEL,020835,005,AB,0.0,,,,0.0,,
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,SUN PHARM,150MG,A,090886,005,AB,"Jun 10, 2014",False,False,RX,SUN PHARMACEUTICAL INDUSTRIES LTD,TABLET,ORAL,False,2014-06-10,True,ACTONEL,020835,005,AB,0.0,,,,0.0,,
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,TEVA PHARMS USA,150MG,A,079215,001,AB,"Jun 13, 2014",False,False,RX,TEVA PHARMACEUTICALS USA,TABLET,ORAL,False,2014-06-13,True,ACTONEL,020835,005,AB,0.0,,,,0.0,,
METFORMIN HYDROCHLORIDE; PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE AND METFORMIN HYDROCHLORIDE,AUROBINDO PHARMA LTD,850MG;EQ 15MG BASE,A,200823,002,AB,"Feb 13, 2013",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2013-02-13,True,ACTOPLUS MET,021842,002,AB,0.0,,,,0.0,,
METFORMIN HYDROCHLORIDE; PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE AND METFORMIN HYDROCHLORIDE,MACLEODS PHARMS LTD,850MG;EQ 15MG BASE,A,204802,002,AB,"Nov 5, 2015",False,False,RX,MACLEODS PHARMACEUTICALS LTD,TABLET,ORAL,False,2015-11-05,True,ACTOPLUS MET,021842,002,AB,0.0,,,,0.0,,
METFORMIN HYDROCHLORIDE; PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE AND METFORMIN HYDROCHLORIDE,TEVA PHARMS USA,850MG;EQ 15MG BASE,A,091155,002,AB,"Mar 10, 2014",False,False,RX,TEVA PHARMACEUTICALS USA,TABLET,ORAL,False,2014-03-10,True,ACTOPLUS MET,021842,002,AB,0.0,,,,0.0,,
METFORMIN HYDROCHLORIDE; PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE AND METFORMIN HYDROCHLORIDE,TORRENT PHARMS LTD,850MG;EQ 15MG BASE,A,202001,002,AB,"Feb 13, 2013",False,False,RX,TORRENT PHARMACEUTICALS LTD,TABLET,ORAL,False,2013-02-13,True,ACTOPLUS MET,021842,002,AB,0.0,,,,0.0,,
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,ACCORD HLTHCARE,EQ 15MG BASE,A,200044,001,AB,"Feb 13, 2013",False,False,RX,ACCORD HEALTHCARE INC,TABLET,ORAL,False,2013-02-13,True,ACTOS,021073,001,AB,0.0,,,,0.0,,
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,AIPING PHARM INC,EQ 15MG BASE,A,078670,001,AB,"Feb 13, 2013",False,False,RX,AIPING PHARMACEUTICAL INC,TABLET,ORAL,False,2013-02-13,True,ACTOS,021073,001,AB,0.0,,,,0.0,,
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,ANNORA PHARMA,EQ 15MG BASE,A,204133,001,AB,"Apr 7, 2014",False,False,RX,ANNORA PHARMA PRIVATE LTD,TABLET,ORAL,False,2014-04-07,True,ACTOS,021073,001,AB,0.0,,,,0.0,,
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,AUROBINDO PHARMA LTD,EQ 15MG BASE,A,200268,001,AB,"Feb 13, 2013",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2013-02-13,True,ACTOS,021073,001,AB,0.0,,,,0.0,,
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,CHARTWELL RX,EQ 15MG BASE,A,076798,001,AB,"Oct 26, 2012",False,False,RX,CHARTWELL RX SCIENCES LLC,TABLET,ORAL,False,2012-10-26,True,ACTOS,021073,001,AB,0.0,,,,0.0,,
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,COREPHARMA,EQ 15MG BASE,A,210165,001,AB,"Jan 22, 2021",False,False,RX,COREPHARMA LLC,TABLET,ORAL,False,2021-01-22,True,ACTOS,021073,001,AB,0.0,,,,0.0,,
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,MACLEODS PHARMS LTD,EQ 15MG BASE,A,202467,001,AB,"Feb 6, 2013",False,False,RX,MACLEODS PHARMACEUTICALS LTD,TABLET,ORAL,False,2013-02-06,True,ACTOS,021073,001,AB,0.0,,,,0.0,,
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,PRINSTON INC,EQ 15MG BASE,A,207806,001,AB,"Apr 17, 2018",False,False,RX,PRINSTON PHARMACEUTICAL INC,TABLET,ORAL,False,2018-04-17,True,ACTOS,021073,001,AB,0.0,,,,0.0,,
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,PURACAP PHARM LLC,EQ 15MG BASE,A,206738,001,AB,"Oct 6, 2017",False,False,RX,PURACAP PHARMACEUTICAL LLC,TABLET,ORAL,False,2017-10-06,True,ACTOS,021073,001,AB,0.0,,,,0.0,,
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,TEVA PHARMS USA,EQ 15MG BASE,A,077210,001,AB,"Jan 10, 2014",False,False,RX,TEVA PHARMACEUTICALS USA,TABLET,ORAL,False,2014-01-10,True,ACTOS,021073,001,AB,0.0,,,,0.0,,
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,ZYDUS PHARMS USA INC,EQ 15MG BASE,A,202456,001,AB,"Feb 13, 2013",False,False,RX,ZYDUS PHARMACEUTICALS USA INC,TABLET,ORAL,False,2013-02-13,True,ACTOS,021073,001,AB,0.0,,,,0.0,,
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,ACCORD HLTHCARE,EQ 30MG BASE,A,200044,002,AB,"Feb 13, 2013",False,False,RX,ACCORD HEALTHCARE INC,TABLET,ORAL,False,2013-02-13,True,ACTOS,021073,002,AB,0.0,,,,0.0,,
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,AIPING PHARM INC,EQ 30MG BASE,A,078670,002,AB,"Feb 13, 2013",False,False,RX,AIPING PHARMACEUTICAL INC,TABLET,ORAL,False,2013-02-13,True,ACTOS,021073,002,AB,0.0,,,,0.0,,
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,ANNORA PHARMA,EQ 30MG BASE,A,204133,002,AB,"Apr 7, 2014",False,False,RX,ANNORA PHARMA PRIVATE LTD,TABLET,ORAL,False,2014-04-07,True,ACTOS,021073,002,AB,0.0,,,,0.0,,
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,AUROBINDO PHARMA LTD,EQ 30MG BASE,A,200268,002,AB,"Feb 13, 2013",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2013-02-13,True,ACTOS,021073,002,AB,0.0,,,,0.0,,
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,CHARTWELL RX,EQ 30MG BASE,A,076798,002,AB,"Oct 26, 2012",False,False,RX,CHARTWELL RX SCIENCES LLC,TABLET,ORAL,False,2012-10-26,True,ACTOS,021073,002,AB,0.0,,,,0.0,,
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,COREPHARMA,EQ 30MG BASE,A,210165,002,AB,"Jan 22, 2021",False,False,RX,COREPHARMA LLC,TABLET,ORAL,False,2021-01-22,True,ACTOS,021073,002,AB,0.0,,,,0.0,,
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,MACLEODS PHARMS LTD,EQ 30MG BASE,A,202467,002,AB,"Feb 6, 2013",False,False,RX,MACLEODS PHARMACEUTICALS LTD,TABLET,ORAL,False,2013-02-06,True,ACTOS,021073,002,AB,0.0,,,,0.0,,
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,PRINSTON INC,EQ 30MG BASE,A,207806,002,AB,"Apr 17, 2018",False,False,RX,PRINSTON PHARMACEUTICAL INC,TABLET,ORAL,False,2018-04-17,True,ACTOS,021073,002,AB,0.0,,,,0.0,,
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,PURACAP PHARM LLC,EQ 30MG BASE,A,206738,002,AB,"Oct 6, 2017",False,False,RX,PURACAP PHARMACEUTICAL LLC,TABLET,ORAL,False,2017-10-06,True,ACTOS,021073,002,AB,0.0,,,,0.0,,
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,TEVA PHARMS USA,EQ 30MG BASE,A,077210,002,AB,"Jan 10, 2014",False,False,RX,TEVA PHARMACEUTICALS USA,TABLET,ORAL,False,2014-01-10,True,ACTOS,021073,002,AB,0.0,,,,0.0,,
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,ZYDUS PHARMS USA INC,EQ 30MG BASE,A,202456,002,AB,"Feb 13, 2013",False,False,RX,ZYDUS PHARMACEUTICALS USA INC,TABLET,ORAL,False,2013-02-13,True,ACTOS,021073,002,AB,0.0,,,,0.0,,
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,ACCORD HLTHCARE,EQ 45MG BASE,A,200044,003,AB,"Feb 13, 2013",False,False,RX,ACCORD HEALTHCARE INC,TABLET,ORAL,False,2013-02-13,True,ACTOS,021073,003,AB,0.0,,,,0.0,,
