Ingredient,DF;Route,Trade_Name,Applicant,Strength,Appl_Type,Appl_No,Product_No,TE_Code,Approval_Date,RLD,RS,Type,Applicant_Full_Name,Dosage_Form,Route_Of_Administration,Approved_Prior_To_1982,Approval_Date_ISO,AB_Family,RLD_Trade_Name,RLD_Appl_No,RLD_Product_No,RLD_TE_Code,Patent_Count,Patent_Numbers,Patent_Expiry,Patent_Use_Codes,Exclusivity_Count,Exclusivity_Codes,Exclusivity_Dates
ESOMEPRAZOLE MAGNESIUM,"FOR SUSPENSION, DELAYED RELEASE;ORAL",ESOMEPRAZOLE MAGNESIUM,TORRENT,EQ 20MG BASE/PACKET,A,212651,003,AB,"Mar 5, 2025",False,False,RX,TORRENT PHARMACEUTICALS LTD,"FOR SUSPENSION, DELAYED RELEASE",ORAL,False,2025-03-05,True,NEXIUM,021957,001,AB,0.0,,,,0.0,,
ESOMEPRAZOLE MAGNESIUM,"FOR SUSPENSION, DELAYED RELEASE;ORAL",ESOMEPRAZOLE MAGNESIUM,ZYDUS PHARMS,EQ 20MG BASE/PACKET,A,206055,001,AB,"Jun 7, 2023",False,False,RX,ZYDUS PHARMACEUTICALS USA INC,"FOR SUSPENSION, DELAYED RELEASE",ORAL,False,2023-06-07,True,NEXIUM,021957,001,AB,0.0,,,,0.0,,
ESOMEPRAZOLE MAGNESIUM,"FOR SUSPENSION, DELAYED RELEASE;ORAL",ESOMEPRAZOLE MAGNESIUM,AUROBINDO PHARMA LTD,EQ 40MG BASE/PACKET,A,218948,003,AB,"Apr 15, 2025",False,False,RX,AUROBINDO PHARMA LTD,"FOR SUSPENSION, DELAYED RELEASE",ORAL,False,2025-04-15,True,NEXIUM,021957,002,AB,0.0,,,,0.0,,
ESOMEPRAZOLE MAGNESIUM,"FOR SUSPENSION, DELAYED RELEASE;ORAL",ESOMEPRAZOLE MAGNESIUM,CIPLA,EQ 40MG BASE/PACKET,A,211751,002,AB,"Mar 23, 2020",False,False,RX,CIPLA LTD,"FOR SUSPENSION, DELAYED RELEASE",ORAL,False,2020-03-23,True,NEXIUM,021957,002,AB,0.0,,,,0.0,,
ESOMEPRAZOLE MAGNESIUM,"FOR SUSPENSION, DELAYED RELEASE;ORAL",ESOMEPRAZOLE MAGNESIUM,TORRENT,EQ 40MG BASE/PACKET,A,212651,004,AB,"Mar 5, 2025",False,False,RX,TORRENT PHARMACEUTICALS LTD,"FOR SUSPENSION, DELAYED RELEASE",ORAL,False,2025-03-05,True,NEXIUM,021957,002,AB,0.0,,,,0.0,,
ESOMEPRAZOLE MAGNESIUM,"FOR SUSPENSION, DELAYED RELEASE;ORAL",ESOMEPRAZOLE MAGNESIUM,ZYDUS PHARMS,EQ 40MG BASE/PACKET,A,206055,002,AB,"Jun 7, 2023",False,False,RX,ZYDUS PHARMACEUTICALS USA INC,"FOR SUSPENSION, DELAYED RELEASE",ORAL,False,2023-06-07,True,NEXIUM,021957,002,AB,0.0,,,,0.0,,
ESOMEPRAZOLE MAGNESIUM,"FOR SUSPENSION, DELAYED RELEASE;ORAL",ESOMEPRAZOLE MAGNESIUM,CIPLA,EQ 2.5MG BASE/PACKET,A,217714,001,AB,"Jan 7, 2025",False,False,RX,CIPLA LTD,"FOR SUSPENSION, DELAYED RELEASE",ORAL,False,2025-01-07,True,NEXIUM,021957,003,AB,0.0,,,,0.0,,
ESOMEPRAZOLE MAGNESIUM,"FOR SUSPENSION, DELAYED RELEASE;ORAL",ESOMEPRAZOLE MAGNESIUM,TORRENT,EQ 2.5MG BASE/PACKET,A,212651,001,AB,"Mar 5, 2025",False,False,RX,TORRENT PHARMACEUTICALS LTD,"FOR SUSPENSION, DELAYED RELEASE",ORAL,False,2025-03-05,True,NEXIUM,021957,003,AB,0.0,,,,0.0,,
PANTOPRAZOLE SODIUM,"FOR SUSPENSION, DELAYED RELEASE;ORAL",PANTOPRAZOLE SODIUM,AJANTA PHARMA LTD,EQ 40MG BASE,A,217416,001,AB,"Feb 9, 2023",False,False,RX,AJANTA PHARMA LTD,"FOR SUSPENSION, DELAYED RELEASE",ORAL,False,2023-02-09,True,PROTONIX,022020,001,AB,0.0,,,,0.0,,
PANTOPRAZOLE SODIUM,"FOR SUSPENSION, DELAYED RELEASE;ORAL",PANTOPRAZOLE SODIUM,ANNORA PHARMA,EQ 40MG BASE,A,216139,001,AB,"Oct 27, 2023",False,False,RX,ANNORA PHARMA PRIVATE LTD,"FOR SUSPENSION, DELAYED RELEASE",ORAL,False,2023-10-27,True,PROTONIX,022020,001,AB,0.0,,,,0.0,,
PANTOPRAZOLE SODIUM,"FOR SUSPENSION, DELAYED RELEASE;ORAL",PANTOPRAZOLE SODIUM,AUROBINDO PHARMA LTD,EQ 40MG BASE,A,217923,001,AB,"Mar 31, 2025",False,False,RX,AUROBINDO PHARMA LTD,"FOR SUSPENSION, DELAYED RELEASE",ORAL,False,2025-03-31,True,PROTONIX,022020,001,AB,0.0,,,,0.0,,
PANTOPRAZOLE SODIUM,"FOR SUSPENSION, DELAYED RELEASE;ORAL",PANTOPRAZOLE SODIUM,CIPLA,EQ 40MG BASE,A,217458,001,AB,"Mar 31, 2025",False,False,RX,CIPLA LTD,"FOR SUSPENSION, DELAYED RELEASE",ORAL,False,2025-03-31,True,PROTONIX,022020,001,AB,0.0,,,,0.0,,
PANTOPRAZOLE SODIUM,"FOR SUSPENSION, DELAYED RELEASE;ORAL",PANTOPRAZOLE SODIUM,DEXCEL,EQ 40MG BASE,A,216247,001,AB,"Jun 16, 2023",False,False,RX,DEXCEL PHARMA TECHNOLOGIES LTD,"FOR SUSPENSION, DELAYED RELEASE",ORAL,False,2023-06-16,True,PROTONIX,022020,001,AB,0.0,,,,0.0,,
PANTOPRAZOLE SODIUM,"FOR SUSPENSION, DELAYED RELEASE;ORAL",PANTOPRAZOLE SODIUM,SUN PHARM,EQ 40MG BASE,A,213725,001,AB,"Jun 30, 2020",False,False,RX,SUN PHARMACEUTICAL INDUSTRIES LTD,"FOR SUSPENSION, DELAYED RELEASE",ORAL,False,2020-06-30,True,PROTONIX,022020,001,AB,0.0,,,,0.0,,
METHYLPHENIDATE HYDROCHLORIDE,"FOR SUSPENSION, EXTENDED RELEASE;ORAL",METHYLPHENIDATE HYDROCHLORIDE,ACTAVIS LABS FL INC,5MG/ML,A,206049,001,AB,"May 17, 2018",False,False,RX,ACTAVIS LABORATORIES FL INC,"FOR SUSPENSION, EXTENDED RELEASE",ORAL,False,2018-05-17,True,QUILLIVANT XR,202100,001,AB,0.0,,,,0.0,,
MIRABEGRON,"FOR SUSPENSION, EXTENDED RELEASE;ORAL",MIRABEGRON,ALKEM LABS LTD,8MG/ML,A,219323,001,AB,"Jan 20, 2026",False,False,RX,ALKEM LABORATORIES LTD,"FOR SUSPENSION, EXTENDED RELEASE",ORAL,False,2026-01-20,True,MYRBETRIQ GRANULES,213801,001,AB,0.0,,,,0.0,,
AMOXICILLIN; CLAVULANATE POTASSIUM,FOR SUSPENSION;ORAL,AMOXICILLIN AND CLAVULANATE POTASSIUM,AUROBINDO PHARMA,125MG/5ML;EQ 31.25MG BASE/5ML,A,209371,001,AB,"Apr 19, 2019",False,False,RX,AUROBINDO PHARMA LTD,FOR SUSPENSION,ORAL,False,2019-04-19,True,AUGMENTIN '125',050575,001,AB,0.0,,,,0.0,,
AMOXICILLIN; CLAVULANATE POTASSIUM,FOR SUSPENSION;ORAL,AMOXICILLIN AND CLAVULANATE POTASSIUM,AUROBINDO PHARMA,250MG/5ML;EQ 62.5MG BASE/5ML,A,209371,002,AB,"Apr 19, 2019",False,False,RX,AUROBINDO PHARMA LTD,FOR SUSPENSION,ORAL,False,2019-04-19,True,AUGMENTIN '250',050575,002,AB,0.0,,,,0.0,,
AMOXICILLIN; CLAVULANATE POTASSIUM,FOR SUSPENSION;ORAL,AMOXICILLIN AND CLAVULANATE POTASSIUM,CIPLA,250MG/5ML;EQ 62.5MG BASE/5ML,A,065431,001,AB,"Nov 25, 2008",False,False,RX,CIPLA LTD,FOR SUSPENSION,ORAL,False,2008-11-25,True,AUGMENTIN '250',050575,002,AB,0.0,,,,0.0,,
AMOXICILLIN; CLAVULANATE POTASSIUM,FOR SUSPENSION;ORAL,AMOXICILLIN AND CLAVULANATE POTASSIUM,DEVA HOLDING AS,250MG/5ML;EQ 62.5MG BASE/5ML,A,210374,001,AB,"Nov 29, 2023",False,False,RX,DEVA HOLDING AS,FOR SUSPENSION,ORAL,False,2023-11-29,True,AUGMENTIN '250',050575,002,AB,0.0,,,,0.0,,
AMOXICILLIN; CLAVULANATE POTASSIUM,FOR SUSPENSION;ORAL,AMOXICILLIN AND CLAVULANATE POTASSIUM,AUROBINDO PHARMA LTD,200MG/5ML;EQ 28.5MG BASE/5ML,A,201090,001,AB,"Dec 20, 2011",False,False,RX,AUROBINDO PHARMA LTD,FOR SUSPENSION,ORAL,False,2011-12-20,True,AUGMENTIN '200',050725,001,,0.0,,,,0.0,,
AMOXICILLIN; CLAVULANATE POTASSIUM,FOR SUSPENSION;ORAL,AMOXICILLIN AND CLAVULANATE POTASSIUM,HIKMA PHARMS,200MG/5ML;EQ 28.5MG BASE/5ML,A,065191,002,AB,"Jan 25, 2005",False,False,RX,HIKMA PHARMACEUTICALS,FOR SUSPENSION,ORAL,False,2005-01-25,True,AUGMENTIN '200',050725,001,,0.0,,,,0.0,,
AMOXICILLIN; CLAVULANATE POTASSIUM,FOR SUSPENSION;ORAL,AMOXICILLIN AND CLAVULANATE POTASSIUM,MICRO LABS LTD INDIA,200MG/5ML;EQ 28.5MG BASE/5ML,A,205187,001,AB,"May 21, 2021",False,False,RX,MICRO LABS LTD INDIA,FOR SUSPENSION,ORAL,False,2021-05-21,True,AUGMENTIN '200',050725,001,,0.0,,,,0.0,,
AMOXICILLIN; CLAVULANATE POTASSIUM,FOR SUSPENSION;ORAL,AMOXICILLIN AND CLAVULANATE POTASSIUM,SANDOZ,200MG/5ML;EQ 28.5MG BASE/5ML,A,065066,001,AB,"Jun 5, 2002",False,False,RX,SANDOZ INC,FOR SUSPENSION,ORAL,False,2002-06-05,True,AUGMENTIN '200',050725,001,,0.0,,,,0.0,,
AMOXICILLIN; CLAVULANATE POTASSIUM,FOR SUSPENSION;ORAL,AMOXICILLIN AND CLAVULANATE POTASSIUM,SANDOZ INC,200MG/5ML;EQ 28.5MG BASE/5ML,A,065098,001,AB,"Dec 16, 2002",False,False,RX,SANDOZ INC,FOR SUSPENSION,ORAL,False,2002-12-16,True,AUGMENTIN '200',050725,001,,0.0,,,,0.0,,
AMOXICILLIN; CLAVULANATE POTASSIUM,FOR SUSPENSION;ORAL,AMOXICILLIN AND CLAVULANATE POTASSIUM,TEVA,200MG/5ML;EQ 28.5MG BASE/5ML,A,065089,001,AB,"May 25, 2004",False,False,RX,TEVA PHARMACEUTICALS USA INC,FOR SUSPENSION,ORAL,False,2004-05-25,True,AUGMENTIN '200',050725,001,,0.0,,,,0.0,,
AMOXICILLIN; CLAVULANATE POTASSIUM,FOR SUSPENSION;ORAL,AMOXICILLIN AND CLAVULANATE POTASSIUM,AUROBINDO PHARMA LTD,400MG/5ML;EQ 57MG BASE/5ML,A,201090,002,AB,"Dec 20, 2011",False,False,RX,AUROBINDO PHARMA LTD,FOR SUSPENSION,ORAL,False,2011-12-20,True,AUGMENTIN '400',050725,002,,0.0,,,,0.0,,
AMOXICILLIN; CLAVULANATE POTASSIUM,FOR SUSPENSION;ORAL,AMOXICILLIN AND CLAVULANATE POTASSIUM,DEVA HOLDING AS,400MG/5ML;EQ 57MG BASE/5ML,A,210416,001,AB,"Dec 11, 2023",False,False,RX,DEVA HOLDING AS,FOR SUSPENSION,ORAL,False,2023-12-11,True,AUGMENTIN '400',050725,002,,0.0,,,,0.0,,
AMOXICILLIN; CLAVULANATE POTASSIUM,FOR SUSPENSION;ORAL,AMOXICILLIN AND CLAVULANATE POTASSIUM,HIKMA PHARMS,400MG/5ML;EQ 57MG BASE/5ML,A,065191,001,AB,"Jan 25, 2005",False,False,RX,HIKMA PHARMACEUTICALS,FOR SUSPENSION,ORAL,False,2005-01-25,True,AUGMENTIN '400',050725,002,,0.0,,,,0.0,,
AMOXICILLIN; CLAVULANATE POTASSIUM,FOR SUSPENSION;ORAL,AMOXICILLIN AND CLAVULANATE POTASSIUM,MICRO LABS LTD INDIA,400MG/5ML;EQ 57MG BASE/5ML,A,205187,002,AB,"May 21, 2021",False,False,RX,MICRO LABS LTD INDIA,FOR SUSPENSION,ORAL,False,2021-05-21,True,AUGMENTIN '400',050725,002,,0.0,,,,0.0,,
AMOXICILLIN; CLAVULANATE POTASSIUM,FOR SUSPENSION;ORAL,AMOXICILLIN AND CLAVULANATE POTASSIUM,SANDOZ,400MG/5ML;EQ 57MG BASE/5ML,A,065066,002,AB,"Jun 5, 2002",False,False,RX,SANDOZ INC,FOR SUSPENSION,ORAL,False,2002-06-05,True,AUGMENTIN '400',050725,002,,0.0,,,,0.0,,
AMOXICILLIN; CLAVULANATE POTASSIUM,FOR SUSPENSION;ORAL,AMOXICILLIN AND CLAVULANATE POTASSIUM,SANDOZ INC,400MG/5ML;EQ 57MG BASE/5ML,A,065098,002,AB,"Dec 16, 2002",False,False,RX,SANDOZ INC,FOR SUSPENSION,ORAL,False,2002-12-16,True,AUGMENTIN '400',050725,002,,0.0,,,,0.0,,
AMOXICILLIN; CLAVULANATE POTASSIUM,FOR SUSPENSION;ORAL,AMOXICILLIN AND CLAVULANATE POTASSIUM,TEVA,400MG/5ML;EQ 57MG BASE/5ML,A,065089,002,AB,"May 25, 2004",False,True,RX,TEVA PHARMACEUTICALS USA INC,FOR SUSPENSION,ORAL,False,2004-05-25,True,AUGMENTIN '400',050725,002,,0.0,,,,0.0,,
AMOXICILLIN; CLAVULANATE POTASSIUM,FOR SUSPENSION;ORAL,AMOXICILLIN AND CLAVULANATE POTASSIUM,AUROBINDO PHARMA LTD,600MG/5ML;EQ 42.9MG BASE/5ML,A,201091,001,AB,"Dec 20, 2011",False,False,RX,AUROBINDO PHARMA LTD,FOR SUSPENSION,ORAL,False,2011-12-20,True,AUGMENTIN ES-600,050755,001,AB,0.0,,,,0.0,,
AMOXICILLIN; CLAVULANATE POTASSIUM,FOR SUSPENSION;ORAL,AMOXICILLIN AND CLAVULANATE POTASSIUM,CIPLA,600MG/5ML;EQ 42.9MG BASE/5ML,A,065420,001,AB,"Dec 2, 2013",False,False,RX,CIPLA LTD,FOR SUSPENSION,ORAL,False,2013-12-02,True,AUGMENTIN ES-600,050755,001,AB,0.0,,,,0.0,,
AMOXICILLIN; CLAVULANATE POTASSIUM,FOR SUSPENSION;ORAL,AMOXICILLIN AND CLAVULANATE POTASSIUM,DEVA HOLDING AS,600MG/5ML;EQ 42.9MG BASE/5ML,A,209351,001,AB,"Sep 13, 2023",False,False,RX,DEVA HOLDING AS,FOR SUSPENSION,ORAL,False,2023-09-13,True,AUGMENTIN ES-600,050755,001,AB,0.0,,,,0.0,,
AMOXICILLIN; CLAVULANATE POTASSIUM,FOR SUSPENSION;ORAL,AMOXICILLIN AND CLAVULANATE POTASSIUM,HIKMA PHARMS,600MG/5ML;EQ 42.9MG BASE/5ML,A,065373,001,AB,"Nov 9, 2007",False,False,RX,HIKMA PHARMACEUTICALS,FOR SUSPENSION,ORAL,False,2007-11-09,True,AUGMENTIN ES-600,050755,001,AB,0.0,,,,0.0,,
AMOXICILLIN; CLAVULANATE POTASSIUM,FOR SUSPENSION;ORAL,AMOXICILLIN AND CLAVULANATE POTASSIUM,MICRO LABS,600MG/5ML;EQ 42.9MG BASE/5ML,A,217805,001,AB,"Dec 8, 2023",False,False,RX,MICRO LABS LTD,FOR SUSPENSION,ORAL,False,2023-12-08,True,AUGMENTIN ES-600,050755,001,AB,0.0,,,,0.0,,
AMOXICILLIN; CLAVULANATE POTASSIUM,FOR SUSPENSION;ORAL,AMOXICILLIN AND CLAVULANATE POTASSIUM,SANDOZ INC,600MG/5ML;EQ 42.9MG BASE/5ML,A,065358,001,AB,"Aug 13, 2007",False,False,RX,SANDOZ INC,FOR SUSPENSION,ORAL,False,2007-08-13,True,AUGMENTIN ES-600,050755,001,AB,0.0,,,,0.0,,
AMOXICILLIN; CLAVULANATE POTASSIUM,FOR SUSPENSION;ORAL,AMOXICILLIN AND CLAVULANATE POTASSIUM,TEVA,600MG/5ML;EQ 42.9MG BASE/5ML,A,065162,001,AB,"Mar 12, 2004",False,True,RX,TEVA PHARMACEUTICALS USA INC,FOR SUSPENSION,ORAL,False,2004-03-12,True,AUGMENTIN ES-600,050755,001,AB,0.0,,,,0.0,,
AZITHROMYCIN,FOR SUSPENSION;ORAL,AZITHROMYCIN,AUROBINDO PHARMA LTD,EQ 100MG BASE/5ML,A,209201,001,AB,"Oct 9, 2018",False,False,RX,AUROBINDO PHARMA LTD,FOR SUSPENSION,ORAL,False,2018-10-09,True,ZITHROMAX,050710,001,AB,0.0,,,,0.0,,
AZITHROMYCIN,FOR SUSPENSION;ORAL,AZITHROMYCIN,CHARTWELL RX,EQ 100MG BASE/5ML,A,065488,001,AB,"May 15, 2015",False,False,RX,CHARTWELL RX SCIENCES LLC,FOR SUSPENSION,ORAL,False,2015-05-15,True,ZITHROMAX,050710,001,AB,0.0,,,,0.0,,
AZITHROMYCIN,FOR SUSPENSION;ORAL,AZITHROMYCIN,EPIC PHARMA LLC,EQ 100MG BASE/5ML,A,207531,001,AB,"Apr 9, 2018",False,False,RX,EPIC PHARMA LLC,FOR SUSPENSION,ORAL,False,2018-04-09,True,ZITHROMAX,050710,001,AB,0.0,,,,0.0,,
AZITHROMYCIN,FOR SUSPENSION;ORAL,AZITHROMYCIN,PLIVA,EQ 100MG BASE/5ML,A,065246,002,AB,"Jul 5, 2006",False,False,RX,PLIVA INC,FOR SUSPENSION,ORAL,False,2006-07-05,True,ZITHROMAX,050710,001,AB,0.0,,,,0.0,,
AZITHROMYCIN,FOR SUSPENSION;ORAL,AZITHROMYCIN,ZHEJIANG POLY PHARM,EQ 100MG BASE/5ML,A,217036,001,AB,"Jul 27, 2023",False,False,RX,ZHEJIANG POLY PHARM CO LTD,FOR SUSPENSION,ORAL,False,2023-07-27,True,ZITHROMAX,050710,001,AB,0.0,,,,0.0,,
AZITHROMYCIN,FOR SUSPENSION;ORAL,AZITHROMYCIN,ZYDUS LIFESCIENCES,EQ 100MG BASE/5ML,A,211147,001,AB,"Jul 31, 2018",False,False,RX,ZYDUS LIFESCIENCES GLOBAL FZE,FOR SUSPENSION,ORAL,False,2018-07-31,True,ZITHROMAX,050710,001,AB,0.0,,,,0.0,,
AZITHROMYCIN,FOR SUSPENSION;ORAL,AZITHROMYCIN,AUROBINDO PHARMA LTD,EQ 200MG BASE/5ML,A,209201,002,AB,"Oct 9, 2018",False,False,RX,AUROBINDO PHARMA LTD,FOR SUSPENSION,ORAL,False,2018-10-09,True,ZITHROMAX,050710,002,AB,0.0,,,,0.0,,
AZITHROMYCIN,FOR SUSPENSION;ORAL,AZITHROMYCIN,CHARTWELL RX,EQ 200MG BASE/5ML,A,065488,002,AB,"May 15, 2015",False,False,RX,CHARTWELL RX SCIENCES LLC,FOR SUSPENSION,ORAL,False,2015-05-15,True,ZITHROMAX,050710,002,AB,0.0,,,,0.0,,
AZITHROMYCIN,FOR SUSPENSION;ORAL,AZITHROMYCIN,EPIC PHARMA LLC,EQ 200MG BASE/5ML,A,207531,002,AB,"Apr 9, 2018",False,False,RX,EPIC PHARMA LLC,FOR SUSPENSION,ORAL,False,2018-04-09,True,ZITHROMAX,050710,002,AB,0.0,,,,0.0,,
AZITHROMYCIN,FOR SUSPENSION;ORAL,AZITHROMYCIN,PLIVA,EQ 200MG BASE/5ML,A,065246,001,AB,"Jul 5, 2006",False,False,RX,PLIVA INC,FOR SUSPENSION,ORAL,False,2006-07-05,True,ZITHROMAX,050710,002,AB,0.0,,,,0.0,,
AZITHROMYCIN,FOR SUSPENSION;ORAL,AZITHROMYCIN,ZHEJIANG POLY PHARM,EQ 200MG BASE/5ML,A,217036,002,AB,"Jul 27, 2023",False,False,RX,ZHEJIANG POLY PHARM CO LTD,FOR SUSPENSION,ORAL,False,2023-07-27,True,ZITHROMAX,050710,002,AB,0.0,,,,0.0,,
AZITHROMYCIN,FOR SUSPENSION;ORAL,AZITHROMYCIN,ZYDUS LIFESCIENCES,EQ 200MG BASE/5ML,A,211147,002,AB,"Jul 31, 2018",False,False,RX,ZYDUS LIFESCIENCES GLOBAL FZE,FOR SUSPENSION,ORAL,False,2018-07-31,True,ZITHROMAX,050710,002,AB,0.0,,,,0.0,,
CEFIXIME,FOR SUSPENSION;ORAL,CEFIXIME,AJENAT PHARMS,500MG/5ML,A,206939,001,AB,"Feb 6, 2017",False,False,RX,AJENAT PHARMACEUTICALS LLC,FOR SUSPENSION,ORAL,False,2017-02-06,True,SUPRAX,202091,001,AB,0.0,,,,0.0,,
MYCOPHENOLATE MOFETIL,FOR SUSPENSION;ORAL,MYCOPHENOLATE MOFETIL,ALKEM LABS LTD,200MG/ML,A,203005,001,AB,"Nov 14, 2014",False,False,RX,ALKEM LABORATORIES LTD,FOR SUSPENSION,ORAL,False,2014-11-14,True,CELLCEPT,050759,001,AB,0.0,,,,0.0,,
MYCOPHENOLATE MOFETIL,FOR SUSPENSION;ORAL,MYCOPHENOLATE MOFETIL,AMNEAL,200MG/ML,A,214871,001,AB,"Nov 2, 2021",False,False,RX,AMNEAL PHARMACEUTICALS LLC,FOR SUSPENSION,ORAL,False,2021-11-02,True,CELLCEPT,050759,001,AB,0.0,,,,0.0,,
MYCOPHENOLATE MOFETIL,FOR SUSPENSION;ORAL,MYCOPHENOLATE MOFETIL,AUROBINDO PHARMA LTD,200MG/ML,A,218227,001,AB,"Sep 26, 2024",False,False,RX,AUROBINDO PHARMA LTD,FOR SUSPENSION,ORAL,False,2024-09-26,True,CELLCEPT,050759,001,AB,0.0,,,,0.0,,
MYCOPHENOLATE MOFETIL,FOR SUSPENSION;ORAL,MYCOPHENOLATE MOFETIL,CONCORD BIOTECH LTD,200MG/ML,A,218566,001,AB,"Jun 1, 2026",False,False,RX,CONCORD BIOTECH LTD,FOR SUSPENSION,ORAL,False,2026-06-01,True,CELLCEPT,050759,001,AB,0.0,,,,0.0,,
MYCOPHENOLATE MOFETIL,FOR SUSPENSION;ORAL,MYCOPHENOLATE MOFETIL,LANNETT CO INC,200MG/ML,A,214525,001,AB,"Jul 29, 2021",False,False,RX,LANNETT CO INC,FOR SUSPENSION,ORAL,False,2021-07-29,True,CELLCEPT,050759,001,AB,0.0,,,,0.0,,
MYCOPHENOLATE MOFETIL,FOR SUSPENSION;ORAL,MYCOPHENOLATE MOFETIL,RISING,200MG/ML,A,213955,001,AB,"Sep 11, 2023",False,False,RX,RISING PHARMA HOLDING INC,FOR SUSPENSION,ORAL,False,2023-09-11,True,CELLCEPT,050759,001,AB,0.0,,,,0.0,,
MYCOPHENOLATE MOFETIL,FOR SUSPENSION;ORAL,MYCOPHENOLATE MOFETIL,STRIDES PHARMA INTL,200MG/ML,A,212634,001,AB,"Aug 29, 2023",False,False,RX,STRIDES PHARMA INTERNATIONAL AG,FOR SUSPENSION,ORAL,False,2023-08-29,True,CELLCEPT,050759,001,AB,0.0,,,,0.0,,
MYCOPHENOLATE MOFETIL,FOR SUSPENSION;ORAL,MYCOPHENOLATE MOFETIL,VISTAPHARM LLC,200MG/ML,A,210370,001,AB,"Feb 12, 2019",False,False,RX,VISTAPHARM LLC,FOR SUSPENSION,ORAL,False,2019-02-12,True,CELLCEPT,050759,001,AB,0.0,,,,0.0,,
CIPROFLOXACIN,FOR SUSPENSION;ORAL,CIPROFLOXACIN,CHARTWELL,250MG/5ML,A,200563,001,AB,"Mar 5, 2014",False,False,RX,CHARTWELL LIFE MOLECULES LLC,FOR SUSPENSION,ORAL,False,2014-03-05,True,CIPRO,020780,001,AB,0.0,,,,0.0,,
CIPROFLOXACIN,FOR SUSPENSION;ORAL,CIPROFLOXACIN,CHARTWELL,500MG/5ML,A,200563,002,AB,"Mar 5, 2014",False,False,RX,CHARTWELL LIFE MOLECULES LLC,FOR SUSPENSION,ORAL,False,2014-03-05,True,CIPRO,020780,002,AB,0.0,,,,0.0,,
COLESEVELAM HYDROCHLORIDE,FOR SUSPENSION;ORAL,COLESEVELAM HYDROCHLORIDE,ALKEM LABS LTD,3.75GM/PACKET,A,210316,001,AB,"May 6, 2019",False,False,RX,ALKEM LABORATORIES LTD,FOR SUSPENSION,ORAL,False,2019-05-06,True,WELCHOL,022362,002,AB,0.0,,,,0.0,,
COLESEVELAM HYDROCHLORIDE,FOR SUSPENSION;ORAL,COLESEVELAM HYDROCHLORIDE,GLENMARK PHARMS LTD,3.75GM/PACKET,A,202190,002,AB,"Jul 16, 2018",False,False,RX,GLENMARK PHARMACEUTICALS LTD,FOR SUSPENSION,ORAL,False,2018-07-16,True,WELCHOL,022362,002,AB,0.0,,,,0.0,,
FLUCONAZOLE,FOR SUSPENSION;ORAL,FLUCONAZOLE,AUROBINDO PHARMA,50MG/5ML,A,079150,001,AB,"Sep 18, 2009",False,False,RX,AUROBINDO PHARMA LTD,FOR SUSPENSION,ORAL,False,2009-09-18,True,DIFLUCAN,020090,001,AB,0.0,,,,0.0,,
FLUCONAZOLE,FOR SUSPENSION;ORAL,FLUCONAZOLE,AUROBINDO PHARMA,200MG/5ML,A,079150,002,AB,"Sep 18, 2009",False,False,RX,AUROBINDO PHARMA LTD,FOR SUSPENSION,ORAL,False,2009-09-18,True,DIFLUCAN,020090,002,AB,0.0,,,,0.0,,
FLUCONAZOLE,FOR SUSPENSION;ORAL,FLUCONAZOLE,ZHEJIANG POLY PHARM,200MG/5ML,A,215738,001,AB,"Sep 21, 2023",False,False,RX,ZHEJIANG POLY PHARM CO LTD,FOR SUSPENSION,ORAL,False,2023-09-21,True,DIFLUCAN,020090,002,AB,0.0,,,,0.0,,
ELTROMBOPAG OLAMINE,FOR SUSPENSION;ORAL,ELTROMBOPAG OLAMINE,ANNORA PHARMA,EQ 12.5MG ACID/PACKET,A,216620,001,AB,"Apr 18, 2024",False,False,RX,ANNORA PHARMA PRIVATE LTD,FOR SUSPENSION,ORAL,False,2024-04-18,True,PROMACTA KIT,207027,002,AB,0.0,,,,0.0,,
ELTROMBOPAG OLAMINE,FOR SUSPENSION;ORAL,ELTROMBOPAG OLAMINE,ANNORA PHARMA,EQ 25MG ACID/PACKET,A,216620,002,AB,"Apr 18, 2024",False,False,RX,ANNORA PHARMA PRIVATE LTD,FOR SUSPENSION,ORAL,False,2024-04-18,True,PROMACTA KIT,207027,001,AB,0.0,,,,0.0,,
LINEZOLID,FOR SUSPENSION;ORAL,LINEZOLID,HETERO LABS,100MG/5ML,A,211813,001,AB,"Oct 31, 2022",False,False,RX,HETERO LABS LTD,FOR SUSPENSION,ORAL,False,2022-10-31,True,ZYVOX,021132,001,AB,0.0,,,,0.0,,
LINEZOLID,FOR SUSPENSION;ORAL,LINEZOLID,HIKMA,100MG/5ML,A,200068,001,AB,"Jun 3, 2015",False,False,RX,HIKMA PHARMACEUTICALS USA INC,FOR SUSPENSION,ORAL,False,2015-06-03,True,ZYVOX,021132,001,AB,0.0,,,,0.0,,
OMEPRAZOLE; SODIUM BICARBONATE,FOR SUSPENSION;ORAL,OMEPRAZOLE AND SODIUM BICARBONATE,AJANTA PHARMA LTD,20MG/PACKET;1.68GM/PACKET,A,205545,001,AB,"Jul 27, 2016",False,False,RX,AJANTA PHARMA LTD,FOR SUSPENSION,ORAL,False,2016-07-27,True,ZEGERID OTC,022283,001,,0.0,,,,0.0,,
