Ingredient,DF;Route,Trade_Name,Applicant,Strength,Appl_Type,Appl_No,Product_No,TE_Code,Approval_Date,RLD,RS,Type,Applicant_Full_Name,Dosage_Form,Route_Of_Administration,Approved_Prior_To_1982,Approval_Date_ISO,AB_Family,RLD_Trade_Name,RLD_Appl_No,RLD_Product_No,RLD_TE_Code,Patent_Count,Patent_Numbers,Patent_Expiry,Patent_Use_Codes,Exclusivity_Count,Exclusivity_Codes,Exclusivity_Dates,Predicted_TE_Code,TE_Score,Patent_Score,Exclusivity_Score,RS_Score,Final_Score,Rank
DEXMETHYLPHENIDATE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",DEXMETHYLPHENIDATE HYDROCHLORIDE,PLATINUM,20MG,A,78992,5,AB,"Nov 23, 2021",False,False,RX,PLATINUM PHARMACEUTICALS,"CAPSULE, EXTENDED RELEASE",ORAL,False,2021-11-23,True,FOCALIN XR,21802,3,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6634
DEXMETHYLPHENIDATE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",DEXMETHYLPHENIDATE HYDROCHLORIDE,PH HEALTH,20MG,A,202842,4,AB,"Nov 30, 2016",False,False,RX,PH HEALTH LTD,"CAPSULE, EXTENDED RELEASE",ORAL,False,2016-11-30,True,FOCALIN XR,21802,3,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6635
DEXMETHYLPHENIDATE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",DEXMETHYLPHENIDATE HYDROCHLORIDE,IMPAX LABS INC,20MG,A,79108,4,AB,"Dec 21, 2015",False,False,RX,IMPAX LABORATORIES INC,"CAPSULE, EXTENDED RELEASE",ORAL,False,2015-12-21,True,FOCALIN XR,21802,3,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6636
DEXMETHYLPHENIDATE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",DEXMETHYLPHENIDATE HYDROCHLORIDE,GRANULES,20MG,A,213813,4,AB,"Sep 9, 2020",False,False,RX,GRANULES PHARMACEUTICALS INC,"CAPSULE, EXTENDED RELEASE",ORAL,False,2020-09-09,True,FOCALIN XR,21802,3,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6637
DEXMETHYLPHENIDATE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",DEXMETHYLPHENIDATE HYDROCHLORIDE,ASCENT PHARMS INC,20MG,A,215523,4,AB,"Dec 8, 2021",False,False,RX,ASCENT PHARMACEUTICALS INC,"CAPSULE, EXTENDED RELEASE",ORAL,False,2021-12-08,True,FOCALIN XR,21802,3,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6638
DEXMETHYLPHENIDATE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",DEXMETHYLPHENIDATE HYDROCHLORIDE,ADARE PHARMS INC,20MG,A,210279,4,AB,"Oct 9, 2018",False,False,RX,ADARE PHARMACEUTICALS INC,"CAPSULE, EXTENDED RELEASE",ORAL,False,2018-10-09,True,FOCALIN XR,21802,3,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6639
DEXMETHYLPHENIDATE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",DEXMETHYLPHENIDATE HYDROCHLORIDE,TEVA PHARMS USA,15MG,A,78908,4,AB,"May 19, 2014",False,False,RX,TEVA PHARMACEUTICALS USA,"CAPSULE, EXTENDED RELEASE",ORAL,False,2014-05-19,True,FOCALIN XR,21802,4,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6640
DEXMETHYLPHENIDATE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",DEXMETHYLPHENIDATE HYDROCHLORIDE,PLATINUM,15MG,A,78992,3,AB,"Nov 18, 2013",False,False,RX,PLATINUM PHARMACEUTICALS,"CAPSULE, EXTENDED RELEASE",ORAL,False,2013-11-18,True,FOCALIN XR,21802,4,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6641
DEXMETHYLPHENIDATE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",DEXMETHYLPHENIDATE HYDROCHLORIDE,PH HEALTH,15MG,A,202842,3,AB,"Nov 30, 2016",False,False,RX,PH HEALTH LTD,"CAPSULE, EXTENDED RELEASE",ORAL,False,2016-11-30,True,FOCALIN XR,21802,4,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6642
DEXMETHYLPHENIDATE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",DEXMETHYLPHENIDATE HYDROCHLORIDE,IMPAX LABS INC,15MG,A,79108,3,AB,"May 19, 2014",False,False,RX,IMPAX LABORATORIES INC,"CAPSULE, EXTENDED RELEASE",ORAL,False,2014-05-19,True,FOCALIN XR,21802,4,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6643
DEXMETHYLPHENIDATE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",DEXMETHYLPHENIDATE HYDROCHLORIDE,GRANULES,15MG,A,213813,3,AB,"Sep 9, 2020",False,False,RX,GRANULES PHARMACEUTICALS INC,"CAPSULE, EXTENDED RELEASE",ORAL,False,2020-09-09,True,FOCALIN XR,21802,4,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6644
DEXMETHYLPHENIDATE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",DEXMETHYLPHENIDATE HYDROCHLORIDE,ASCENT PHARMS INC,15MG,A,215523,3,AB,"Dec 8, 2021",False,False,RX,ASCENT PHARMACEUTICALS INC,"CAPSULE, EXTENDED RELEASE",ORAL,False,2021-12-08,True,FOCALIN XR,21802,4,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6645
DEXMETHYLPHENIDATE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",DEXMETHYLPHENIDATE HYDROCHLORIDE,ADARE PHARMS INC,15MG,A,210279,3,AB,"Oct 9, 2018",False,False,RX,ADARE PHARMACEUTICALS INC,"CAPSULE, EXTENDED RELEASE",ORAL,False,2018-10-09,True,FOCALIN XR,21802,4,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6646
DEXMETHYLPHENIDATE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",DEXMETHYLPHENIDATE HYDROCHLORIDE,TEVA PHARMS USA,10MG,A,78908,2,AB,"Nov 19, 2013",False,False,RX,TEVA PHARMACEUTICALS USA,"CAPSULE, EXTENDED RELEASE",ORAL,False,2013-11-19,True,FOCALIN XR,21802,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6647
DEXMETHYLPHENIDATE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",DEXMETHYLPHENIDATE HYDROCHLORIDE,PLATINUM,10MG,A,78992,2,AB,"Nov 23, 2021",False,False,RX,PLATINUM PHARMACEUTICALS,"CAPSULE, EXTENDED RELEASE",ORAL,False,2021-11-23,True,FOCALIN XR,21802,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6648
DEXMETHYLPHENIDATE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",DEXMETHYLPHENIDATE HYDROCHLORIDE,PH HEALTH,10MG,A,202842,2,AB,"Nov 30, 2016",False,False,RX,PH HEALTH LTD,"CAPSULE, EXTENDED RELEASE",ORAL,False,2016-11-30,True,FOCALIN XR,21802,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6649
DEXMETHYLPHENIDATE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",DEXMETHYLPHENIDATE HYDROCHLORIDE,IMPAX LABS INC,10MG,A,79108,2,AB,"Aug 5, 2015",False,False,RX,IMPAX LABORATORIES INC,"CAPSULE, EXTENDED RELEASE",ORAL,False,2015-08-05,True,FOCALIN XR,21802,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6650
MESALAMINE,"CAPSULE, EXTENDED RELEASE;ORAL",MESALAMINE,ALEMBIC,375MG,A,216967,1,AB,"Oct 28, 2022",False,False,RX,ALEMBIC PHARMACEUTICALS LTD,"CAPSULE, EXTENDED RELEASE",ORAL,False,2022-10-28,True,APRISO,22301,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6651
DIMETHYL FUMARATE,"CAPSULE, DELAYED RELEASE;ORAL",DIMETHYL FUMARATE,TWI PHARMS,240MG,A,210382,2,AB,"Oct 14, 2020",False,False,RX,TWI PHARMACEUTICALS INC,"CAPSULE, DELAYED RELEASE",ORAL,False,2020-10-14,True,TECFIDERA,204063,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6652
ESOMEPRAZOLE MAGNESIUM,"CAPSULE, DELAYED REL PELLETS;ORAL",ESOMEPRAZOLE MAGNESIUM,LANNETT CO INC,EQ 40MG BASE,A,205563,2,AB,"Sep 1, 2017",False,False,RX,LANNETT CO INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2017-09-01,True,NEXIUM,21153,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6653
BUDESONIDE,"CAPSULE, DELAYED RELEASE;ORAL",BUDESONIDE,RISING,3MG,A,207367,1,AB,"Apr 7, 2017",False,False,RX,RISING PHARMA HOLDINGS INC,"CAPSULE, DELAYED RELEASE",ORAL,False,2017-04-07,True,ENTOCORT EC,21324,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6654
BUDESONIDE,"CAPSULE, DELAYED RELEASE;ORAL",BUDESONIDE,AUROBINDO PHARMA USA,3MG,A,90410,1,AB,"May 16, 2011",False,False,RX,AUROBINDO PHARMA USA INC,"CAPSULE, DELAYED RELEASE",ORAL,False,2011-05-16,True,ENTOCORT EC,21324,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6655
BUDESONIDE,"CAPSULE, DELAYED RELEASE;ORAL",BUDESONIDE,AMNEAL PHARMS,3MG,A,206200,1,AB,"Jul 31, 2017",False,False,RX,AMNEAL PHARMACEUTICALS OF NEW YORK LLC,"CAPSULE, DELAYED RELEASE",ORAL,False,2017-07-31,True,ENTOCORT EC,21324,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6656
LANSOPRAZOLE,"CAPSULE, DELAYED REL PELLETS;ORAL",LANSOPRAZOLE,ZYDUS HLTHCARE,30MG,A,202366,2,AB,"Aug 19, 2013",False,False,RX,ZYDUS HEALTHCARE USA LLC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2013-08-19,True,PREVACID,20406,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6657
LANSOPRAZOLE,"CAPSULE, DELAYED REL PELLETS;ORAL",LANSOPRAZOLE,XIROMED,30MG,A,203203,2,AB,"Jul 25, 2016",False,False,RX,XIROMED PHARMA ESPANA SL,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2016-07-25,True,PREVACID,20406,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6658
LANSOPRAZOLE,"CAPSULE, DELAYED REL PELLETS;ORAL",LANSOPRAZOLE,TEVA PHARMS,30MG,A,77255,2,AB,"Nov 10, 2009",False,False,RX,TEVA PHARMACEUTICALS USA,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2009-11-10,True,PREVACID,20406,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6659
LANSOPRAZOLE,"CAPSULE, DELAYED REL PELLETS;ORAL",LANSOPRAZOLE,NATCO PHARMA LTD,30MG,A,201921,2,AB,"Dec 18, 2012",False,False,RX,NATCO PHARMA LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2012-12-18,True,PREVACID,20406,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6660
LANSOPRAZOLE,"CAPSULE, DELAYED REL PELLETS;ORAL",LANSOPRAZOLE,MYLAN PHARMS INC,30MG,A,90763,2,AB,"Nov 10, 2009",False,False,RX,MYLAN PHARMACEUTICALS INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2009-11-10,True,PREVACID,20406,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6661
LANSOPRAZOLE,"CAPSULE, DELAYED REL PELLETS;ORAL",LANSOPRAZOLE,INVENTIA,30MG,A,205868,2,AB,"Aug 30, 2017",False,False,RX,INVENTIA HEALTHCARE LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2017-08-30,True,PREVACID,20406,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6662
LANSOPRAZOLE,"CAPSULE, DELAYED REL PELLETS;ORAL",LANSOPRAZOLE,HETERO LABS LTD III,30MG,A,203083,2,AB,"May 18, 2020",False,False,RX,HETERO LABS LTD UNIT III,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2020-05-18,True,PREVACID,20406,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6663
LANSOPRAZOLE,"CAPSULE, DELAYED REL PELLETS;ORAL",LANSOPRAZOLE,DR REDDYS LABS LTD,30MG,A,91269,2,AB,"Oct 15, 2010",False,False,RX,DR REDDYS LABORATORIES LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2010-10-15,True,PREVACID,20406,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6664
LANSOPRAZOLE,"CAPSULE, DELAYED REL PELLETS;ORAL",LANSOPRAZOLE,CHARTWELL MOLECULAR,30MG,A,207156,2,AB,"Sep 28, 2017",False,False,RX,CHARTWELL MOLECULAR HOLDINGS LLC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2017-09-28,True,PREVACID,20406,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6665
LANSOPRAZOLE,"CAPSULE, DELAYED REL PELLETS;ORAL",LANSOPRAZOLE,APOTEX,30MG,A,202176,2,AB,"Sep 14, 2012",False,False,RX,APOTEX INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2012-09-14,True,PREVACID,20406,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6666
LANSOPRAZOLE,"CAPSULE, DELAYED REL PELLETS;ORAL",LANSOPRAZOLE,ALKEM LABS LTD,30MG,A,207394,2,AB,"Jan 18, 2019",False,False,RX,ALKEM LABORATORIES LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2019-01-18,True,PREVACID,20406,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6667
LANSOPRAZOLE,"CAPSULE, DELAYED REL PELLETS;ORAL",LANSOPRAZOLE,ZYDUS HLTHCARE,15MG,A,202366,1,AB,"Aug 19, 2013",False,False,RX,ZYDUS HEALTHCARE USA LLC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2013-08-19,True,PREVACID 24 HR,22327,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6668
LANSOPRAZOLE,"CAPSULE, DELAYED REL PELLETS;ORAL",LANSOPRAZOLE,XIROMED,15MG,A,203203,1,AB,"Jul 25, 2016",False,False,RX,XIROMED PHARMA ESPANA SL,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2016-07-25,True,PREVACID 24 HR,22327,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6669
LANSOPRAZOLE,"CAPSULE, DELAYED REL PELLETS;ORAL",LANSOPRAZOLE,TEVA PHARMS,15MG,A,77255,1,AB,"Nov 10, 2009",False,False,RX,TEVA PHARMACEUTICALS USA,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2009-11-10,True,PREVACID 24 HR,22327,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6670
LANSOPRAZOLE,"CAPSULE, DELAYED REL PELLETS;ORAL",LANSOPRAZOLE,NATCO PHARMA LTD,15MG,A,201921,1,AB,"Dec 18, 2012",False,False,RX,NATCO PHARMA LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2012-12-18,True,PREVACID 24 HR,22327,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6671
LANSOPRAZOLE,"CAPSULE, DELAYED REL PELLETS;ORAL",LANSOPRAZOLE,MYLAN PHARMS INC,15MG,A,90763,1,AB,"Nov 10, 2009",False,False,RX,MYLAN PHARMACEUTICALS INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2009-11-10,True,PREVACID 24 HR,22327,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6672
LANSOPRAZOLE,"CAPSULE, DELAYED REL PELLETS;ORAL",LANSOPRAZOLE,INVENTIA,15MG,A,205868,1,AB,"Aug 30, 2017",False,False,RX,INVENTIA HEALTHCARE LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2017-08-30,True,PREVACID 24 HR,22327,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6673
LANSOPRAZOLE,"CAPSULE, DELAYED REL PELLETS;ORAL",LANSOPRAZOLE,HETERO LABS LTD III,15MG,A,203083,1,AB,"May 18, 2020",False,False,RX,HETERO LABS LTD UNIT III,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2020-05-18,True,PREVACID 24 HR,22327,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6674
LANSOPRAZOLE,"CAPSULE, DELAYED REL PELLETS;ORAL",LANSOPRAZOLE,DR REDDYS LABS LTD,15MG,A,91269,1,AB,"Oct 15, 2010",False,False,RX,DR REDDYS LABORATORIES LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2010-10-15,True,PREVACID 24 HR,22327,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6675
LANSOPRAZOLE,"CAPSULE, DELAYED REL PELLETS;ORAL",LANSOPRAZOLE,CHARTWELL MOLECULAR,15MG,A,207156,1,AB,"Sep 28, 2017",False,False,RX,CHARTWELL MOLECULAR HOLDINGS LLC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2017-09-28,True,PREVACID 24 HR,22327,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6676
LANSOPRAZOLE,"CAPSULE, DELAYED REL PELLETS;ORAL",LANSOPRAZOLE,APOTEX,15MG,A,202176,1,AB,"Sep 14, 2012",False,False,RX,APOTEX INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2012-09-14,True,PREVACID 24 HR,22327,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6677
LANSOPRAZOLE,"CAPSULE, DELAYED REL PELLETS;ORAL",LANSOPRAZOLE,ALKEM LABS LTD,15MG,A,207394,1,AB,"Jan 18, 2019",False,False,RX,ALKEM LABORATORIES LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2019-01-18,True,PREVACID 24 HR,22327,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6678
ESOMEPRAZOLE MAGNESIUM,"CAPSULE, DELAYED REL PELLETS;ORAL",ESOMEPRAZOLE MAGNESIUM,ZYDUS PHARMS,EQ 40MG BASE,A,206296,2,AB,"May 22, 2019",False,False,RX,ZYDUS PHARMACEUTICALS USA INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2019-05-22,True,NEXIUM,21153,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6679
ESOMEPRAZOLE MAGNESIUM,"CAPSULE, DELAYED REL PELLETS;ORAL",ESOMEPRAZOLE MAGNESIUM,ZHEJIANG YONGTAI,EQ 40MG BASE,A,217022,2,AB,"Dec 27, 2023",False,False,RX,ZHEJIANG YONGTAI PHARMACEUTICAL CO LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2023-12-27,True,NEXIUM,21153,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6680
ESOMEPRAZOLE MAGNESIUM,"CAPSULE, DELAYED REL PELLETS;ORAL",ESOMEPRAZOLE MAGNESIUM,SUN PHARM,EQ 40MG BASE,A,209735,2,AB,"Apr 30, 2018",False,False,RX,SUN PHARMACEUTICAL INDUSTRIES LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2018-04-30,True,NEXIUM,21153,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6681
ESOMEPRAZOLE MAGNESIUM,"CAPSULE, DELAYED REL PELLETS;ORAL",ESOMEPRAZOLE MAGNESIUM,PRINSTON INC,EQ 40MG BASE,A,214920,2,AB,"Mar 28, 2023",False,False,RX,PRINSTON PHARMACEUTICAL INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2023-03-28,True,NEXIUM,21153,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6682
ESOMEPRAZOLE MAGNESIUM,"CAPSULE, DELAYED REL PELLETS;ORAL",ESOMEPRAZOLE MAGNESIUM,MYLAN,EQ 40MG BASE,A,78936,2,AB,"Aug 3, 2015",False,False,RX,MYLAN PHARMACEUTICALS INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2015-08-03,True,NEXIUM,21153,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6683
BUDESONIDE,"CAPSULE, DELAYED RELEASE;ORAL",BUDESONIDE,DR REDDYS LABS SA,3MG,A,206623,1,AB,"Apr 8, 2016",False,False,RX,DR REDDYS LABORATORIES SA,"CAPSULE, DELAYED RELEASE",ORAL,False,2016-04-08,True,ENTOCORT EC,21324,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6684
BUDESONIDE,"CAPSULE, DELAYED RELEASE;ORAL",BUDESONIDE,ZYDUS PHARMS,3MG,A,206134,1,AB,"May 4, 2017",False,False,RX,ZYDUS PHARMACEUTICALS USA INC,"CAPSULE, DELAYED RELEASE",ORAL,False,2017-05-04,True,ENTOCORT EC,21324,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6685
DIMETHYL FUMARATE,"CAPSULE, DELAYED RELEASE;ORAL",DIMETHYL FUMARATE,SOLA PHARMS,240MG,A,210436,2,AB,"Mar 26, 2021",False,False,RX,SOLA PHARMACEUTICALS,"CAPSULE, DELAYED RELEASE",ORAL,False,2021-03-26,True,TECFIDERA,204063,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6686
DEXLANSOPRAZOLE,"CAPSULE, DELAYED RELEASE;ORAL",DEXLANSOPRAZOLE,ALEMBIC,30MG,A,219115,1,AB,"Nov 12, 2025",False,False,RX,ALEMBIC PHARMACEUTICALS LTD,"CAPSULE, DELAYED RELEASE",ORAL,False,2025-11-12,True,DEXILANT,22287,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6687
DIMETHYL FUMARATE,"CAPSULE, DELAYED RELEASE;ORAL",DIMETHYL FUMARATE,PRINSTON INC,240MG,A,210414,2,AB,"Oct 18, 2022",False,False,RX,PRINSTON PHARMACEUTICAL INC,"CAPSULE, DELAYED RELEASE",ORAL,False,2022-10-18,True,TECFIDERA,204063,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6688
DIMETHYL FUMARATE,"CAPSULE, DELAYED RELEASE;ORAL",DIMETHYL FUMARATE,MSN,240MG,A,210460,2,AB,"Sep 24, 2020",False,False,RX,MSN LABORATORIES PRIVATE LTD,"CAPSULE, DELAYED RELEASE",ORAL,False,2020-09-24,True,TECFIDERA,204063,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6689
DIMETHYL FUMARATE,"CAPSULE, DELAYED RELEASE;ORAL",DIMETHYL FUMARATE,MACLEODS PHARMS LTD,240MG,A,210377,2,AB,"Jun 26, 2024",False,False,RX,MACLEODS PHARMACEUTICALS LTD,"CAPSULE, DELAYED RELEASE",ORAL,False,2024-06-26,True,TECFIDERA,204063,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6690
DIMETHYL FUMARATE,"CAPSULE, DELAYED RELEASE;ORAL",DIMETHYL FUMARATE,LUPIN,240MG,A,210226,2,AB,"Oct 5, 2020",False,False,RX,LUPIN INC,"CAPSULE, DELAYED RELEASE",ORAL,False,2020-10-05,True,TECFIDERA,204063,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6691
DIMETHYL FUMARATE,"CAPSULE, DELAYED RELEASE;ORAL",DIMETHYL FUMARATE,HETERO LABS LTD III,240MG,A,210500,2,AB,"Sep 24, 2020",False,False,RX,HETERO LABS LTD UNIT III,"CAPSULE, DELAYED RELEASE",ORAL,False,2020-09-24,True,TECFIDERA,204063,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6692
DIMETHYL FUMARATE,"CAPSULE, DELAYED RELEASE;ORAL",DIMETHYL FUMARATE,GLENMARK PHARMS LTD,240MG,A,210309,2,AB,"Oct 6, 2020",False,False,RX,GLENMARK PHARMACEUTICALS LTD,"CAPSULE, DELAYED RELEASE",ORAL,False,2020-10-06,True,TECFIDERA,204063,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6693
DIMETHYL FUMARATE,"CAPSULE, DELAYED RELEASE;ORAL",DIMETHYL FUMARATE,AUROBINDO PHARMA,240MG,A,210385,2,AB,"Dec 22, 2022",False,False,RX,AUROBINDO PHARMA LTD,"CAPSULE, DELAYED RELEASE",ORAL,False,2022-12-22,True,TECFIDERA,204063,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6694
DIMETHYL FUMARATE,"CAPSULE, DELAYED RELEASE;ORAL",DIMETHYL FUMARATE,AMNEAL,240MG,A,210402,2,AB,"Sep 24, 2020",False,False,RX,AMNEAL EU LTD,"CAPSULE, DELAYED RELEASE",ORAL,False,2020-09-24,True,TECFIDERA,204063,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6695
DIMETHYL FUMARATE,"CAPSULE, DELAYED RELEASE;ORAL",DIMETHYL FUMARATE,ALKEM LABS LTD,240MG,A,210440,2,AB,"Sep 24, 2020",False,False,RX,ALKEM LABORATORIES LTD,"CAPSULE, DELAYED RELEASE",ORAL,False,2020-09-24,True,TECFIDERA,204063,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6696
